campaign_id,scenario,method,report,edp_count,week_count,report_type,truth_union,estimated_union,union_relative_error,signed_union_error,population_bound_excess,mean_marginal_relative_error,pair_intersection_error,three_way_intersection_error,four_plus_intersection_error,stable_key_fragmentation,cross_edp_email_fragmentation,mean_vids_per_true_person,mean_day_dial,day_dial_churn,first_available_day,state_entries,pool_count,requires_ordered_days,notes
eval_broad_awareness_control_0,broad_awareness_control,fixed_marginal_overlap_atlas,weeks_1_12__2_edps,2,12,prefix,14373,10894,0.24205106797467474,-0.24205106797467474,0.0,0.0,0.6375297782664467,0.0,0.0,0.0,1.0,6.25929218289905,0.020935310869932444,0.01359732957425107,0,112681,1,True,Fixed EDP marginals; cumulative match signal changes only overlap among their VID sets.
eval_broad_awareness_control_0,broad_awareness_control,fixed_marginal_overlap_atlas,weeks_5_12__2_edps,2,8,interval,13910,10546,0.24184040258806613,-0.24184040258806613,0.0,0.0,0.687653311529027,0.0,0.0,0.0,1.0,6.25929218289905,0.020935310869932444,0.01359732957425107,0,112681,1,True,Fixed EDP marginals; cumulative match signal changes only overlap among their VID sets.
eval_broad_awareness_control_0,broad_awareness_control,fixed_marginal_overlap_atlas,weeks_1_3__5_edps,5,3,prefix,6763,5395,0.20227709596332988,-0.20227709596332988,0.0,0.0,2.565034965034965,29.54032258064516,404.2,0.0,1.0,6.25929218289905,0.020935310869932444,0.01359732957425107,0,112681,1,True,Fixed EDP marginals; cumulative match signal changes only overlap among their VID sets.
eval_broad_awareness_control_0,broad_awareness_control,fixed_marginal_overlap_atlas,weeks_1_12__5_edps,5,12,prefix,17620,10894,0.38172531214528943,-0.38172531214528943,0.0,0.0,0.6362821909145207,1.654709480122324,3.5367770915216172,0.0,1.0,6.25929218289905,0.020935310869932444,0.01359732957425107,0,112681,1,True,Fixed EDP marginals; cumulative match signal changes only overlap among their VID sets.
eval_broad_awareness_control_0,broad_awareness_control,fixed_marginal_overlap_atlas,weeks_7_13__5_edps,5,7,interval,17188,12038,0.29962764719571794,-0.29962764719571794,0.0,0.0,0.5376541293981547,1.4622256748883278,3.422013274336283,0.0,1.0,6.25929218289905,0.020935310869932444,0.01359732957425107,0,112681,1,True,Fixed EDP marginals; cumulative match signal changes only overlap among their VID sets.
eval_broad_awareness_control_0,broad_awareness_control,fixed_marginal_overlap_atlas,all_weeks__5_edps,5,13,prefix,17804,12220,0.31363738485733544,-0.31363738485733544,0.0,0.0,0.48663535687365916,1.2268143304475962,2.5347959575284635,0.0,1.0,6.25929218289905,0.020935310869932444,0.01359732957425107,0,112681,1,True,Fixed EDP marginals; cumulative match signal changes only overlap among their VID sets.
eval_broad_awareness_control_0,broad_awareness_control,fixed_marginal_overlap_atlas,noncontiguous__5_edps,5,6,noncontiguous,15212,11481,0.24526689455692874,-0.24526689455692874,0.0,0.0,0.5286613651424784,1.3932932072227,3.0648330058939095,0.0,1.0,6.25929218289905,0.020935310869932444,0.01359732957425107,0,112681,1,True,Fixed EDP marginals; cumulative match signal changes only overlap among their VID sets.
eval_broad_awareness_control_0,broad_awareness_control,fixed_marginal_overlap_atlas,weeks_1_3__10_edps,10,3,prefix,10863,10771,0.008469115345668785,-0.008469115345668785,0.0,0.0,2.120303077160971,27.77634130575307,1180.0677966101696,0.0,1.0,6.25929218289905,0.020935310869932444,0.01359732957425107,0,112681,1,True,Fixed EDP marginals; cumulative match signal changes only overlap among their VID sets.
eval_broad_awareness_control_0,broad_awareness_control,fixed_marginal_overlap_atlas,weeks_1_12__10_edps,10,12,prefix,17994,17968,0.0014449260864732689,-0.0014449260864732689,0.0,0.0,0.45716230450108564,1.3024002986863694,5.219790395128439,0.0,1.0,6.25929218289905,0.020935310869932444,0.01359732957425107,0,112681,1,True,Fixed EDP marginals; cumulative match signal changes only overlap among their VID sets.
eval_broad_awareness_control_0,broad_awareness_control,fixed_marginal_overlap_atlas,all_weeks__10_edps,10,13,prefix,17999,17968,0.001722317906550364,-0.001722317906550364,0.0,0.0,0.3498209092014327,0.9489135185249525,3.456946962556307,0.0,1.0,6.25929218289905,0.020935310869932444,0.01359732957425107,0,112681,1,True,Fixed EDP marginals; cumulative match signal changes only overlap among their VID sets.
eval_broad_awareness_control_0,broad_awareness_control,pair_targeted_fixed_marginal_atlas,weeks_1_3__2_edps,2,3,prefix,1155,1132,0.019913419913419914,-0.019913419913419914,0.0,0.0,0.6764705882352942,0.0,0.0,0.0,0.9999119330691325,6.259514417467637,0.020935310869932444,0.01359732957425107,0,112681,46,True,Fixed EDP reaches with calibrated pair deficits controlling cross-EDP slot sharing.
