campaign_id,scenario,day,basis,feature_set,best_dial,predicted_dial,absolute_dial_error
train_mixed_funnel_portfolio_1,mixed_funnel_portfolio,9,cumulative,full,0.0,0.18628902867371527,0.18628902867371527
train_mixed_funnel_portfolio_1,mixed_funnel_portfolio,13,same_day,full,0.0,0.16082975479787226,0.16082975479787226
train_mixed_funnel_portfolio_1,mixed_funnel_portfolio,13,cumulative,full,0.0,0.13303853225705153,0.13303853225705153
train_broad_awareness_control_0,broad_awareness_control,1,same_day,context_scale,0.0,0.0,0.0
train_broad_awareness_control_0,broad_awareness_control,1,cumulative,context_scale,0.0,0.0,0.0
train_broad_awareness_control_0,broad_awareness_control,3,same_day,context_scale,0.0,0.0,0.0
train_broad_awareness_control_0,broad_awareness_control,3,cumulative,context_scale,0.0,0.0,0.0
train_broad_awareness_control_0,broad_awareness_control,6,same_day,context_scale,0.0,0.0,0.0
train_broad_awareness_control_0,broad_awareness_control,6,cumulative,context_scale,0.0,0.0,0.0
train_broad_awareness_control_0,broad_awareness_control,9,same_day,context_scale,0.0,0.0,0.0
train_broad_awareness_control_0,broad_awareness_control,9,cumulative,context_scale,0.0,0.0,0.0
train_broad_awareness_control_0,broad_awareness_control,13,same_day,context_scale,0.0,0.0,0.0
train_broad_awareness_control_0,broad_awareness_control,13,cumulative,context_scale,0.0,0.08346727042838845,0.08346727042838845
train_broad_awareness_control_1,broad_awareness_control,1,same_day,context_scale,0.0,0.0,0.0
train_broad_awareness_control_1,broad_awareness_control,1,cumulative,context_scale,0.0,0.0,0.0
train_broad_awareness_control_1,broad_awareness_control,3,same_day,context_scale,0.0,0.0,0.0
train_broad_awareness_control_1,broad_awareness_control,3,cumulative,context_scale,0.0,0.0,0.0
train_broad_awareness_control_1,broad_awareness_control,6,same_day,context_scale,0.0,0.0,0.0
train_broad_awareness_control_1,broad_awareness_control,6,cumulative,context_scale,0.0,0.0,0.0
train_broad_awareness_control_1,broad_awareness_control,9,same_day,context_scale,0.0,0.0,0.0
train_broad_awareness_control_1,broad_awareness_control,9,cumulative,context_scale,0.0,0.01782490746767801,0.01782490746767801
train_broad_awareness_control_1,broad_awareness_control,13,same_day,context_scale,0.0,0.0,0.0
train_broad_awareness_control_1,broad_awareness_control,13,cumulative,context_scale,0.0,0.15501404124198848,0.15501404124198848
train_traffic_optimization_0,traffic_optimization,1,same_day,context_scale,0.0,0.0,0.0
train_traffic_optimization_0,traffic_optimization,1,cumulative,context_scale,0.0,0.0,0.0
train_traffic_optimization_0,traffic_optimization,3,same_day,context_scale,0.11875,0.0,0.11875
train_traffic_optimization_0,traffic_optimization,3,cumulative,context_scale,0.11875,0.027233718530898565,0.09151628146910143
train_traffic_optimization_0,traffic_optimization,6,same_day,context_scale,0.17812499999999998,0.0,0.17812499999999998
train_traffic_optimization_0,traffic_optimization,6,cumulative,context_scale,0.059375,0.05287232867643199,0.006502671323568007
train_traffic_optimization_0,traffic_optimization,9,same_day,context_scale,0.059375,0.01029791817900183,0.04907708182099817
train_traffic_optimization_0,traffic_optimization,9,cumulative,context_scale,0.059375,0.0691296473696304,0.009754647369630401
train_traffic_optimization_0,traffic_optimization,13,same_day,context_scale,0.11875,0.0,0.11875
train_traffic_optimization_0,traffic_optimization,13,cumulative,context_scale,0.11875,0.08386527100965468,0.03488472899034531
train_traffic_optimization_1,traffic_optimization,1,same_day,context_scale,0.0,0.0,0.0
train_traffic_optimization_1,traffic_optimization,1,cumulative,context_scale,0.0,0.0,0.0
train_traffic_optimization_1,traffic_optimization,3,same_day,context_scale,0.11875,0.0,0.11875
train_traffic_optimization_1,traffic_optimization,3,cumulative,context_scale,0.0,0.0027450236492352897,0.0027450236492352897
train_traffic_optimization_1,traffic_optimization,6,same_day,context_scale,0.11875,0.00896238204676858,0.10978761795323141
train_traffic_optimization_1,traffic_optimization,6,cumulative,context_scale,0.11875,0.08967167868863263,0.029078321311367367
train_traffic_optimization_1,traffic_optimization,9,same_day,context_scale,0.059375,0.0,0.059375
train_traffic_optimization_1,traffic_optimization,9,cumulative,context_scale,0.11875,0.11008390767442866,0.008666092325571334
train_traffic_optimization_1,traffic_optimization,13,same_day,context_scale,0.0,0.0,0.0
train_traffic_optimization_1,traffic_optimization,13,cumulative,context_scale,0.11875,0.08386527100965468,0.03488472899034531
train_video_engagement_retargeting_0,video_engagement_retargeting,1,same_day,context_scale,0.41562499999999997,0.40845289433396426,0.007172105666035711
train_video_engagement_retargeting_0,video_engagement_retargeting,1,cumulative,context_scale,0.41562499999999997,0.40845289433396426,0.007172105666035711
train_video_engagement_retargeting_0,video_engagement_retargeting,3,same_day,context_scale,0.475,0.46795656162788646,0.00704343837211352
train_video_engagement_retargeting_0,video_engagement_retargeting,3,cumulative,context_scale,0.5343749999999999,0.518584790490183,0.01579020950981691
train_video_engagement_retargeting_0,video_engagement_retargeting,6,same_day,context_scale,0.475,0.4833612766836798,0.008361276683679808
train_video_engagement_retargeting_0,video_engagement_retargeting,6,cumulative,context_scale,0.59375,0.5402054615355066,0.05354453846449336
train_video_engagement_retargeting_0,video_engagement_retargeting,9,same_day,context_scale,0.5343749999999999,0.5033433084889475,0.03103169151105245
train_video_engagement_retargeting_0,video_engagement_retargeting,9,cumulative,context_scale,0.653125,0.558425840370054,0.0946991596299459
train_video_engagement_retargeting_0,video_engagement_retargeting,13,same_day,context_scale,0.41562499999999997,0.489831260526046,0.07420626052604601
train_video_engagement_retargeting_0,video_engagement_retargeting,13,cumulative,context_scale,0.653125,0.6151403754291171,0.03798462457088281
train_video_engagement_retargeting_1,video_engagement_retargeting,1,same_day,context_scale,0.41562499999999997,0.42052427891740735,0.004899278917407379
train_video_engagement_retargeting_1,video_engagement_retargeting,1,cumulative,context_scale,0.41562499999999997,0.42052427891740735,0.004899278917407379
train_video_engagement_retargeting_1,video_engagement_retargeting,3,same_day,context_scale,0.41562499999999997,0.46498003908998947,0.049355039089989505
train_video_engagement_retargeting_1,video_engagement_retargeting,3,cumulative,context_scale,0.475,0.508621512868963,0.03362151286896298
train_video_engagement_retargeting_1,video_engagement_retargeting,6,same_day,context_scale,0.41562499999999997,0.4759327145863162,0.06030771458631623
train_video_engagement_retargeting_1,video_engagement_retargeting,6,cumulative,context_scale,0.5343749999999999,0.5613590339155203,0.0269840339155204
train_video_engagement_retargeting_1,video_engagement_retargeting,9,same_day,context_scale,0.475,0.5022492322217043,0.027249232221704278
train_video_engagement_retargeting_1,video_engagement_retargeting,9,cumulative,context_scale,0.59375,0.5840687671319779,0.009681232868022138
train_video_engagement_retargeting_1,video_engagement_retargeting,13,same_day,context_scale,0.475,0.48462832720341603,0.009628327203416054
train_video_engagement_retargeting_1,video_engagement_retargeting,13,cumulative,context_scale,0.653125,0.6151403754291171,0.03798462457088281
train_lead_generation_0,lead_generation,1,same_day,context_scale,0.5343749999999999,0.4807908513035391,0.05358414869646083
train_lead_generation_0,lead_generation,1,cumulative,context_scale,0.5343749999999999,0.4807908513035391,0.05358414869646083
train_lead_generation_0,lead_generation,3,same_day,context_scale,0.35624999999999996,0.5079846237808068,0.15173462378080682
train_lead_generation_0,lead_generation,3,cumulative,context_scale,0.59375,0.545817381508047,0.04793261849195296
train_lead_generation_0,lead_generation,6,same_day,context_scale,0.653125,0.4938883660649471,0.15923663393505283
train_lead_generation_0,lead_generation,6,cumulative,context_scale,0.653125,0.5871194422130169,0.06600555778698303
train_lead_generation_0,lead_generation,9,same_day,context_scale,0.5343749999999999,0.5064086190330693,0.027966380966930604
train_lead_generation_0,lead_generation,9,cumulative,context_scale,0.7124999999999999,0.625814026104387,0.08668597389561294
train_lead_generation_0,lead_generation,13,same_day,context_scale,0.5343749999999999,0.5118643171390942,0.02251068286090574
train_lead_generation_0,lead_generation,13,cumulative,context_scale,0.7124999999999999,0.6555739136240752,0.05692608637592467
train_lead_generation_1,lead_generation,1,same_day,context_scale,0.7124999999999999,0.4574165428806653,0.2550834571193346
train_lead_generation_1,lead_generation,1,cumulative,context_scale,0.7124999999999999,0.4574165428806653,0.2550834571193346
train_lead_generation_1,lead_generation,3,same_day,context_scale,0.5343749999999999,0.49792396319928744,0.03645103680071249
train_lead_generation_1,lead_generation,3,cumulative,context_scale,0.5343749999999999,0.5489671815007233,0.014592181500723389
train_lead_generation_1,lead_generation,6,same_day,context_scale,0.5343749999999999,0.489683192992711,0.04469180700728892
train_lead_generation_1,lead_generation,6,cumulative,context_scale,0.59375,0.6024694271825335,0.00871942718253349
train_lead_generation_1,lead_generation,9,same_day,context_scale,0.35624999999999996,0.5136750802353216,0.15742508023532165
train_lead_generation_1,lead_generation,9,cumulative,context_scale,0.59375,0.6434527420036141,0.04970274200361413
train_lead_generation_1,lead_generation,13,same_day,context_scale,0.5343749999999999,0.5238621035023204,0.010512896497679503
train_lead_generation_1,lead_generation,13,cumulative,context_scale,0.653125,0.6555739136240752,0.0024489136240752885
train_sales_prospecting_0,sales_prospecting,1,same_day,context_scale,0.5343749999999999,0.45794466593819905,0.07643033406180089
train_sales_prospecting_0,sales_prospecting,1,cumulative,context_scale,0.5343749999999999,0.45794466593819905,0.07643033406180089
train_sales_prospecting_0,sales_prospecting,3,same_day,context_scale,0.475,0.4820163214838507,0.007016321483850729
train_sales_prospecting_0,sales_prospecting,3,cumulative,context_scale,0.475,0.5209317987864579,0.04593179878645792
train_sales_prospecting_0,sales_prospecting,6,same_day,context_scale,0.475,0.4694939161837823,0.0055060838162176995
train_sales_prospecting_0,sales_prospecting,6,cumulative,context_scale,0.5343749999999999,0.5559476796186679,0.021572679618667934
train_sales_prospecting_0,sales_prospecting,9,same_day,context_scale,0.41562499999999997,0.4494421068905211,0.03381710689052114
train_sales_prospecting_0,sales_prospecting,9,cumulative,context_scale,0.59375,0.5697270794311678,0.02402292056883215
train_sales_prospecting_0,sales_prospecting,13,same_day,context_scale,0.35624999999999996,0.4498459289238138,0.09359592892381385
train_sales_prospecting_0,sales_prospecting,13,cumulative,context_scale,0.59375,0.5756826029579958,0.01806739704200422
train_sales_prospecting_1,sales_prospecting,1,same_day,context_scale,0.35624999999999996,0.36998787223654783,0.013737872236547877
train_sales_prospecting_1,sales_prospecting,1,cumulative,context_scale,0.35624999999999996,0.36998787223654783,0.013737872236547877
train_sales_prospecting_1,sales_prospecting,3,same_day,context_scale,0.475,0.42787610658257696,0.04712389341742301
train_sales_prospecting_1,sales_prospecting,3,cumulative,context_scale,0.41562499999999997,0.4632827091224446,0.04765770912244466
train_sales_prospecting_1,sales_prospecting,6,same_day,context_scale,0.475,0.4595002988710507,0.015499701128949273
train_sales_prospecting_1,sales_prospecting,6,cumulative,context_scale,0.5343749999999999,0.5036052707120484,0.03076972928795152
train_sales_prospecting_1,sales_prospecting,9,same_day,context_scale,0.35624999999999996,0.45037236432901084,0.09412236432901089
train_sales_prospecting_1,sales_prospecting,9,cumulative,context_scale,0.59375,0.5342096291282036,0.05954037087179642
train_sales_prospecting_1,sales_prospecting,13,same_day,context_scale,0.475,0.4787592859636203,0.0037592859636202958
train_sales_prospecting_1,sales_prospecting,13,cumulative,context_scale,0.59375,0.5756826029579958,0.01806739704200422
train_website_retargeting_0,website_retargeting,1,same_day,context_scale,0.95,0.814574211078294,0.13542578892170598
train_website_retargeting_0,website_retargeting,1,cumulative,context_scale,0.95,0.814574211078294,0.13542578892170598
train_website_retargeting_0,website_retargeting,3,same_day,context_scale,0.95,0.8612950791376455,0.08870492086235449
train_website_retargeting_0,website_retargeting,3,cumulative,context_scale,0.95,0.9134780560619751,0.03652194393802488
train_website_retargeting_0,website_retargeting,6,same_day,context_scale,0.890625,0.8726713301283293,0.017953669871670686
train_website_retargeting_0,website_retargeting,6,cumulative,context_scale,0.95,0.95,0.0
train_website_retargeting_0,website_retargeting,9,same_day,context_scale,0.95,0.8720363989037943,0.0779636010962057
train_website_retargeting_0,website_retargeting,9,cumulative,context_scale,0.95,0.95,0.0
train_website_retargeting_0,website_retargeting,13,same_day,context_scale,0.95,0.8643219144780021,0.08567808552199785
train_website_retargeting_0,website_retargeting,13,cumulative,context_scale,0.95,0.95,0.0
train_website_retargeting_1,website_retargeting,1,same_day,context_scale,0.95,0.8107430339066894,0.1392569660933105
train_website_retargeting_1,website_retargeting,1,cumulative,context_scale,0.95,0.8107430339066894,0.1392569660933105
train_website_retargeting_1,website_retargeting,3,same_day,context_scale,0.8312499999999999,0.855482730786698,0.024232730786698076
train_website_retargeting_1,website_retargeting,3,cumulative,context_scale,0.95,0.9104638837926681,0.039536116207331884
train_website_retargeting_1,website_retargeting,6,same_day,context_scale,0.95,0.8884690976262615,0.06153090237373848
train_website_retargeting_1,website_retargeting,6,cumulative,context_scale,0.95,0.95,0.0
train_website_retargeting_1,website_retargeting,9,same_day,context_scale,0.95,0.8785968804915135,0.07140311950848643
train_website_retargeting_1,website_retargeting,9,cumulative,context_scale,0.95,0.95,0.0
train_website_retargeting_1,website_retargeting,13,same_day,context_scale,0.95,0.8553213703106155,0.09467862968938445
train_website_retargeting_1,website_retargeting,13,cumulative,context_scale,0.95,0.95,0.0
train_crm_customer_list_0,crm_customer_list,1,same_day,context_scale,0.95,0.872754033201681,0.07724596679831897
train_crm_customer_list_0,crm_customer_list,1,cumulative,context_scale,0.95,0.872754033201681,0.07724596679831897
train_crm_customer_list_0,crm_customer_list,3,same_day,context_scale,0.95,0.9086986486666805,0.04130135133331947
train_crm_customer_list_0,crm_customer_list,3,cumulative,context_scale,0.95,0.95,0.0
train_crm_customer_list_0,crm_customer_list,6,same_day,context_scale,0.95,0.9004973327583766,0.04950266724162333
train_crm_customer_list_0,crm_customer_list,6,cumulative,context_scale,0.95,0.95,0.0
train_crm_customer_list_0,crm_customer_list,9,same_day,context_scale,0.95,0.8914569500653923,0.05854304993460768
train_crm_customer_list_0,crm_customer_list,9,cumulative,context_scale,0.95,0.95,0.0
train_crm_customer_list_0,crm_customer_list,13,same_day,context_scale,0.8312499999999999,0.8539929423587272,0.022742942358727314
train_crm_customer_list_0,crm_customer_list,13,cumulative,context_scale,0.95,0.95,0.0
train_crm_customer_list_1,crm_customer_list,1,same_day,context_scale,0.95,0.8934479078002484,0.05655209219975155
train_crm_customer_list_1,crm_customer_list,1,cumulative,context_scale,0.95,0.8934479078002484,0.05655209219975155
train_crm_customer_list_1,crm_customer_list,3,same_day,context_scale,0.95,0.92369194714275,0.02630805285724991
train_crm_customer_list_1,crm_customer_list,3,cumulative,context_scale,0.95,0.95,0.0
train_crm_customer_list_1,crm_customer_list,6,same_day,context_scale,0.95,0.8766066592786832,0.07339334072131676
train_crm_customer_list_1,crm_customer_list,6,cumulative,context_scale,0.95,0.95,0.0
train_crm_customer_list_1,crm_customer_list,9,same_day,context_scale,0.95,0.8910905543244949,0.058909445675505046
train_crm_customer_list_1,crm_customer_list,9,cumulative,context_scale,0.95,0.95,0.0
train_crm_customer_list_1,crm_customer_list,13,same_day,context_scale,0.890625,0.8560503286131568,0.034574671386843225
train_crm_customer_list_1,crm_customer_list,13,cumulative,context_scale,0.95,0.95,0.0
train_catalog_retargeting_0,catalog_retargeting,1,same_day,context_scale,0.35624999999999996,0.5292692322725312,0.17301923227253124
train_catalog_retargeting_0,catalog_retargeting,1,cumulative,context_scale,0.35624999999999996,0.5292692322725312,0.17301923227253124
train_catalog_retargeting_0,catalog_retargeting,3,same_day,context_scale,0.653125,0.593114969653908,0.06001003034609198
train_catalog_retargeting_0,catalog_retargeting,3,cumulative,context_scale,0.7124999999999999,0.6226163490434204,0.08988365095657946
train_catalog_retargeting_0,catalog_retargeting,6,same_day,context_scale,0.653125,0.6170668555717358,0.03605814442826416
train_catalog_retargeting_0,catalog_retargeting,6,cumulative,context_scale,0.7124999999999999,0.6850470999170105,0.027452900082989395
train_catalog_retargeting_0,catalog_retargeting,9,same_day,context_scale,0.653125,0.602789944487649,0.05033505551235096
train_catalog_retargeting_0,catalog_retargeting,9,cumulative,context_scale,0.8312499999999999,0.7117966991652422,0.11945330083475769
train_catalog_retargeting_0,catalog_retargeting,13,same_day,context_scale,0.5343749999999999,0.5892009727747227,0.054825972774722787
train_catalog_retargeting_0,catalog_retargeting,13,cumulative,context_scale,0.8312499999999999,0.7436073351160608,0.08764266488393913
train_catalog_retargeting_1,catalog_retargeting,1,same_day,context_scale,0.296875,0.5541556338873329,0.2572806338873329
train_catalog_retargeting_1,catalog_retargeting,1,cumulative,context_scale,0.296875,0.5541556338873329,0.2572806338873329
train_catalog_retargeting_1,catalog_retargeting,3,same_day,context_scale,0.653125,0.6053849509394442,0.047740049060555734
train_catalog_retargeting_1,catalog_retargeting,3,cumulative,context_scale,0.653125,0.6495948341838332,0.0035301658161667193
train_catalog_retargeting_1,catalog_retargeting,6,same_day,context_scale,0.59375,0.6183576787399885,0.02460767873998848
train_catalog_retargeting_1,catalog_retargeting,6,cumulative,context_scale,0.7124999999999999,0.7126306224982508,0.00013062249825090966
train_catalog_retargeting_1,catalog_retargeting,9,same_day,context_scale,0.7124999999999999,0.5892160227235244,0.12328397727647555
train_catalog_retargeting_1,catalog_retargeting,9,cumulative,context_scale,0.771875,0.7312786703794558,0.04059632962054416
train_catalog_retargeting_1,catalog_retargeting,13,same_day,context_scale,0.771875,0.595942213928981,0.17593278607101903
train_catalog_retargeting_1,catalog_retargeting,13,cumulative,context_scale,0.8312499999999999,0.7436073351160608,0.08764266488393913
train_lookalike_prospecting_0,lookalike_prospecting,1,same_day,context_scale,0.2375,0.2048001311725703,0.0326998688274297
train_lookalike_prospecting_0,lookalike_prospecting,1,cumulative,context_scale,0.2375,0.2048001311725703,0.0326998688274297
train_lookalike_prospecting_0,lookalike_prospecting,3,same_day,context_scale,0.17812499999999998,0.20680647667630742,0.028681476676307438
train_lookalike_prospecting_0,lookalike_prospecting,3,cumulative,context_scale,0.2375,0.18421309461225643,0.053286905387743555
train_lookalike_prospecting_0,lookalike_prospecting,6,same_day,context_scale,0.11875,0.23693455615111092,0.11818455615111093
train_lookalike_prospecting_0,lookalike_prospecting,6,cumulative,context_scale,0.296875,0.22258398955131128,0.07429101044868872
train_lookalike_prospecting_0,lookalike_prospecting,9,same_day,context_scale,0.17812499999999998,0.26080813331391417,0.08268313331391419
train_lookalike_prospecting_0,lookalike_prospecting,9,cumulative,context_scale,0.35624999999999996,0.28214103012131386,0.07410896987868609
train_lookalike_prospecting_0,lookalike_prospecting,13,same_day,context_scale,0.296875,0.25880690907636195,0.038068090923638054
train_lookalike_prospecting_0,lookalike_prospecting,13,cumulative,context_scale,0.41562499999999997,0.3408149505308826,0.07481004946911735
train_lookalike_prospecting_1,lookalike_prospecting,1,same_day,context_scale,0.11875,0.19232172953662466,0.07357172953662466
train_lookalike_prospecting_1,lookalike_prospecting,1,cumulative,context_scale,0.11875,0.19232172953662466,0.07357172953662466
train_lookalike_prospecting_1,lookalike_prospecting,3,same_day,context_scale,0.2375,0.20268657339260102,0.03481342660739897
train_lookalike_prospecting_1,lookalike_prospecting,3,cumulative,context_scale,0.2375,0.22814967446427453,0.009350325535725457
train_lookalike_prospecting_1,lookalike_prospecting,6,same_day,context_scale,0.17812499999999998,0.24396701776508872,0.06584201776508875
train_lookalike_prospecting_1,lookalike_prospecting,6,cumulative,context_scale,0.2375,0.24731771867539973,0.00981771867539974
train_lookalike_prospecting_1,lookalike_prospecting,9,same_day,context_scale,0.2375,0.27068453721027635,0.033184537210276366
train_lookalike_prospecting_1,lookalike_prospecting,9,cumulative,context_scale,0.35624999999999996,0.33682046236112806,0.019429537638871897
train_lookalike_prospecting_1,lookalike_prospecting,13,same_day,context_scale,0.17812499999999998,0.23140804733093212,0.05328304733093214
train_lookalike_prospecting_1,lookalike_prospecting,13,cumulative,context_scale,0.41562499999999997,0.3408149505308826,0.07481004946911735
train_advantage_audience_expansion_0,advantage_audience_expansion,1,same_day,context_scale,0.059375,0.16112430002785788,0.10174930002785788
train_advantage_audience_expansion_0,advantage_audience_expansion,1,cumulative,context_scale,0.059375,0.16112430002785788,0.10174930002785788
train_advantage_audience_expansion_0,advantage_audience_expansion,3,same_day,context_scale,0.2375,0.19168931083398777,0.04581068916601222
train_advantage_audience_expansion_0,advantage_audience_expansion,3,cumulative,context_scale,0.2375,0.22091529525891462,0.016584704741085365
train_advantage_audience_expansion_0,advantage_audience_expansion,6,same_day,context_scale,0.17812499999999998,0.2102174066122291,0.03209240661222912
train_advantage_audience_expansion_0,advantage_audience_expansion,6,cumulative,context_scale,0.2375,0.22919578047015124,0.00830421952984875
train_advantage_audience_expansion_0,advantage_audience_expansion,9,same_day,context_scale,0.17812499999999998,0.19723395535870414,0.01910895535870416
train_advantage_audience_expansion_0,advantage_audience_expansion,9,cumulative,context_scale,0.296875,0.23325640726238747,0.06361859273761253
train_advantage_audience_expansion_0,advantage_audience_expansion,13,same_day,context_scale,0.2375,0.20788501868660725,0.02961498131339274
train_advantage_audience_expansion_0,advantage_audience_expansion,13,cumulative,context_scale,0.35624999999999996,0.2751034127813079,0.08114658721869206
train_advantage_audience_expansion_1,advantage_audience_expansion,1,same_day,context_scale,0.059375,0.13035086429954712,0.07097586429954712
train_advantage_audience_expansion_1,advantage_audience_expansion,1,cumulative,context_scale,0.059375,0.13035086429954712,0.07097586429954712
train_advantage_audience_expansion_1,advantage_audience_expansion,3,same_day,context_scale,0.17812499999999998,0.1542560613107133,0.02386893868928669
train_advantage_audience_expansion_1,advantage_audience_expansion,3,cumulative,context_scale,0.11875,0.1790137305187306,0.0602637305187306
train_advantage_audience_expansion_1,advantage_audience_expansion,6,same_day,context_scale,0.17812499999999998,0.16869639807201137,0.009428601927988611
train_advantage_audience_expansion_1,advantage_audience_expansion,6,cumulative,context_scale,0.17812499999999998,0.15808116771214287,0.02004383228785711
train_advantage_audience_expansion_1,advantage_audience_expansion,9,same_day,context_scale,0.2375,0.19663016697578573,0.040869833024214264
train_advantage_audience_expansion_1,advantage_audience_expansion,9,cumulative,context_scale,0.2375,0.24624211699306245,0.00874211699306246
train_advantage_audience_expansion_1,advantage_audience_expansion,13,same_day,context_scale,0.2375,0.21667243807740888,0.02082756192259111
train_advantage_audience_expansion_1,advantage_audience_expansion,13,cumulative,context_scale,0.35624999999999996,0.2751034127813079,0.08114658721869206
train_app_activity_retargeting_0,app_activity_retargeting,1,same_day,context_scale,0.7124999999999999,0.6084204815822336,0.1040795184177663
train_app_activity_retargeting_0,app_activity_retargeting,1,cumulative,context_scale,0.7124999999999999,0.6084204815822336,0.1040795184177663
train_app_activity_retargeting_0,app_activity_retargeting,3,same_day,context_scale,0.475,0.6456511558965339,0.1706511558965339
train_app_activity_retargeting_0,app_activity_retargeting,3,cumulative,context_scale,0.653125,0.7061477951051933,0.053022795105193365
train_app_activity_retargeting_0,app_activity_retargeting,6,same_day,context_scale,0.771875,0.7138754662846708,0.05799953371532918
train_app_activity_retargeting_0,app_activity_retargeting,6,cumulative,context_scale,0.771875,0.780115992241009,0.008240992241009049
train_app_activity_retargeting_0,app_activity_retargeting,9,same_day,context_scale,0.7124999999999999,0.7534994538448359,0.04099945384483594
train_app_activity_retargeting_0,app_activity_retargeting,9,cumulative,context_scale,0.8312499999999999,0.8429419138540926,0.011691913854092628
train_app_activity_retargeting_0,app_activity_retargeting,13,same_day,context_scale,0.7124999999999999,0.7090935590007358,0.0034064409992641265
train_app_activity_retargeting_0,app_activity_retargeting,13,cumulative,context_scale,0.890625,0.8569380687531913,0.03368693124680866
train_app_activity_retargeting_1,app_activity_retargeting,1,same_day,context_scale,0.59375,0.6421355665832011,0.048385566583201145
train_app_activity_retargeting_1,app_activity_retargeting,1,cumulative,context_scale,0.59375,0.6421355665832011,0.048385566583201145
train_app_activity_retargeting_1,app_activity_retargeting,3,same_day,context_scale,0.653125,0.6771487285490878,0.024023728549087853
train_app_activity_retargeting_1,app_activity_retargeting,3,cumulative,context_scale,0.7124999999999999,0.7070885018066985,0.005411498193301445
train_app_activity_retargeting_1,app_activity_retargeting,6,same_day,context_scale,0.771875,0.7044055882749848,0.0674694117250152
train_app_activity_retargeting_1,app_activity_retargeting,6,cumulative,context_scale,0.8312499999999999,0.7687570203535007,0.06249297964649925
train_app_activity_retargeting_1,app_activity_retargeting,9,same_day,context_scale,0.7124999999999999,0.7256953896727238,0.013195389672723934
train_app_activity_retargeting_1,app_activity_retargeting,9,cumulative,context_scale,0.8312499999999999,0.811312169617805,0.019937830382194988
train_app_activity_retargeting_1,app_activity_retargeting,13,same_day,context_scale,0.653125,0.7150840176969577,0.061959017696957774
train_app_activity_retargeting_1,app_activity_retargeting,13,cumulative,context_scale,0.890625,0.8569380687531913,0.03368693124680866
train_unrelated_niche_control_0,unrelated_niche_control,1,same_day,context_scale,0.475,0.1983334872297387,0.2766665127702613
train_unrelated_niche_control_0,unrelated_niche_control,1,cumulative,context_scale,0.475,0.1983334872297387,0.2766665127702613
train_unrelated_niche_control_0,unrelated_niche_control,3,same_day,context_scale,0.0,0.24236982796144987,0.24236982796144987
train_unrelated_niche_control_0,unrelated_niche_control,3,cumulative,context_scale,0.2375,0.29176980211853243,0.05426980211853244
train_unrelated_niche_control_0,unrelated_niche_control,6,same_day,context_scale,0.2375,0.26440136929291314,0.026901369292913146
train_unrelated_niche_control_0,unrelated_niche_control,6,cumulative,context_scale,0.35624999999999996,0.34829043472735793,0.007959565272642022
train_unrelated_niche_control_0,unrelated_niche_control,9,same_day,context_scale,0.35624999999999996,0.2873856764643936,0.06886432353560634
train_unrelated_niche_control_0,unrelated_niche_control,9,cumulative,context_scale,0.41562499999999997,0.37920535480200523,0.03641964519799473
train_unrelated_niche_control_0,unrelated_niche_control,13,same_day,context_scale,0.059375,0.2716258440678464,0.2122508440678464
train_unrelated_niche_control_0,unrelated_niche_control,13,cumulative,context_scale,0.59375,0.424320236794547,0.169429763205453
train_unrelated_niche_control_1,unrelated_niche_control,1,same_day,context_scale,0.11875,0.1710314044904503,0.052281404490450295
train_unrelated_niche_control_1,unrelated_niche_control,1,cumulative,context_scale,0.11875,0.1710314044904503,0.052281404490450295
train_unrelated_niche_control_1,unrelated_niche_control,3,same_day,context_scale,0.059375,0.21191565697453557,0.15254065697453556
train_unrelated_niche_control_1,unrelated_niche_control,3,cumulative,context_scale,0.0,0.25937828063405943,0.25937828063405943
train_unrelated_niche_control_1,unrelated_niche_control,6,same_day,context_scale,0.2375,0.2604627638335683,0.022962763833568323
train_unrelated_niche_control_1,unrelated_niche_control,6,cumulative,context_scale,0.2375,0.3296064084952697,0.09210640849526969
train_unrelated_niche_control_1,unrelated_niche_control,9,same_day,context_scale,0.475,0.2895088323409351,0.18549116765906487
train_unrelated_niche_control_1,unrelated_niche_control,9,cumulative,context_scale,0.35624999999999996,0.37384189282663927,0.01759189282663931
train_unrelated_niche_control_1,unrelated_niche_control,13,same_day,context_scale,0.296875,0.29978085520154,0.0029058552015400196
train_unrelated_niche_control_1,unrelated_niche_control,13,cumulative,context_scale,0.59375,0.424320236794547,0.169429763205453
train_mixed_funnel_portfolio_0,mixed_funnel_portfolio,1,same_day,context_scale,0.059375,0.17765842449882052,0.11828342449882052
train_mixed_funnel_portfolio_0,mixed_funnel_portfolio,1,cumulative,context_scale,0.059375,0.17765842449882052,0.11828342449882052
train_mixed_funnel_portfolio_0,mixed_funnel_portfolio,3,same_day,context_scale,0.0,0.22863322978474954,0.22863322978474954
train_mixed_funnel_portfolio_0,mixed_funnel_portfolio,3,cumulative,context_scale,0.0,0.2037860091559462,0.2037860091559462
train_mixed_funnel_portfolio_0,mixed_funnel_portfolio,6,same_day,context_scale,0.0,0.24455387429186884,0.24455387429186884
train_mixed_funnel_portfolio_0,mixed_funnel_portfolio,6,cumulative,context_scale,0.0,0.22768550246798613,0.22768550246798613
train_mixed_funnel_portfolio_0,mixed_funnel_portfolio,9,same_day,context_scale,0.059375,0.2751766133282974,0.2158016133282974
