campaign_id,scenario,method,day,dial
eval_broad_awareness_control_1,broad_awareness_control,fixed_model_line_pool,10,0.0
eval_broad_awareness_control_1,broad_awareness_control,fixed_model_line_pool,11,0.0
eval_broad_awareness_control_1,broad_awareness_control,fixed_model_line_pool,12,0.0
eval_broad_awareness_control_1,broad_awareness_control,fixed_model_line_pool,13,0.0
eval_broad_awareness_control_1,broad_awareness_control,context_and_scale_only_pool,1,0.0
eval_broad_awareness_control_1,broad_awareness_control,context_and_scale_only_pool,2,0.0
eval_broad_awareness_control_1,broad_awareness_control,context_and_scale_only_pool,3,0.0
eval_broad_awareness_control_1,broad_awareness_control,context_and_scale_only_pool,4,0.0
eval_broad_awareness_control_1,broad_awareness_control,context_and_scale_only_pool,5,0.0
eval_broad_awareness_control_1,broad_awareness_control,context_and_scale_only_pool,6,0.0
eval_broad_awareness_control_1,broad_awareness_control,context_and_scale_only_pool,7,0.0
eval_broad_awareness_control_1,broad_awareness_control,context_and_scale_only_pool,8,0.0
eval_broad_awareness_control_1,broad_awareness_control,context_and_scale_only_pool,9,0.0
eval_broad_awareness_control_1,broad_awareness_control,context_and_scale_only_pool,10,0.02998905511534003
eval_broad_awareness_control_1,broad_awareness_control,context_and_scale_only_pool,11,0.06914457204606553
eval_broad_awareness_control_1,broad_awareness_control,context_and_scale_only_pool,12,0.08606432254698992
eval_broad_awareness_control_1,broad_awareness_control,context_and_scale_only_pool,13,0.09717489398358106
eval_broad_awareness_control_1,broad_awareness_control,provider_blended_ordered_pool,1,0.0
eval_broad_awareness_control_1,broad_awareness_control,provider_blended_ordered_pool,2,0.0
eval_broad_awareness_control_1,broad_awareness_control,provider_blended_ordered_pool,3,0.0
eval_broad_awareness_control_1,broad_awareness_control,provider_blended_ordered_pool,4,0.0
eval_broad_awareness_control_1,broad_awareness_control,provider_blended_ordered_pool,5,0.0
eval_broad_awareness_control_1,broad_awareness_control,provider_blended_ordered_pool,6,0.0
eval_broad_awareness_control_1,broad_awareness_control,provider_blended_ordered_pool,7,0.0
eval_broad_awareness_control_1,broad_awareness_control,provider_blended_ordered_pool,8,0.0
eval_broad_awareness_control_1,broad_awareness_control,provider_blended_ordered_pool,9,0.0
eval_broad_awareness_control_1,broad_awareness_control,provider_blended_ordered_pool,10,0.019174102827908084
eval_broad_awareness_control_1,broad_awareness_control,provider_blended_ordered_pool,11,0.057749715402723764
eval_broad_awareness_control_1,broad_awareness_control,provider_blended_ordered_pool,12,0.07135975388443114
eval_broad_awareness_control_1,broad_awareness_control,provider_blended_ordered_pool,13,0.0806607424426718
eval_broad_awareness_control_1,broad_awareness_control,ordered_collision_resolved_overlap_pool,1,0.0
eval_broad_awareness_control_1,broad_awareness_control,ordered_collision_resolved_overlap_pool,2,0.14403464392560633
eval_broad_awareness_control_1,broad_awareness_control,ordered_collision_resolved_overlap_pool,3,0.3651139989037229
eval_broad_awareness_control_1,broad_awareness_control,ordered_collision_resolved_overlap_pool,4,0.4936602237254554
eval_broad_awareness_control_1,broad_awareness_control,ordered_collision_resolved_overlap_pool,5,0.5932966381328374
eval_broad_awareness_control_1,broad_awareness_control,ordered_collision_resolved_overlap_pool,6,0.6787192309426038
eval_broad_awareness_control_1,broad_awareness_control,ordered_collision_resolved_overlap_pool,7,0.7866830383268697
eval_broad_awareness_control_1,broad_awareness_control,ordered_collision_resolved_overlap_pool,8,0.8807027399367946
eval_broad_awareness_control_1,broad_awareness_control,ordered_collision_resolved_overlap_pool,9,0.9486471564519612
eval_broad_awareness_control_1,broad_awareness_control,ordered_collision_resolved_overlap_pool,10,0.95
eval_broad_awareness_control_1,broad_awareness_control,ordered_collision_resolved_overlap_pool,11,0.95
eval_broad_awareness_control_1,broad_awareness_control,ordered_collision_resolved_overlap_pool,12,0.95
eval_broad_awareness_control_1,broad_awareness_control,ordered_collision_resolved_overlap_pool,13,0.95
eval_broad_awareness_control_1,broad_awareness_control,fixed_marginal_overlap_atlas,1,0.0
eval_broad_awareness_control_1,broad_awareness_control,fixed_marginal_overlap_atlas,2,0.019145733574220745
eval_broad_awareness_control_1,broad_awareness_control,fixed_marginal_overlap_atlas,3,0.0
eval_broad_awareness_control_1,broad_awareness_control,fixed_marginal_overlap_atlas,4,0.0
eval_broad_awareness_control_1,broad_awareness_control,fixed_marginal_overlap_atlas,5,0.0
