scenario,scenario_label,variant,similarity_multiplier,matchability_shift,replicate,report,edp_count,method,method_label,relative_error
website_retargeting,Website retargeting,lower matchability,1.0,-0.5,0,"full flight, 5 EDPs",5,baseline_vid,Existing VID,1.4220199414261654
website_retargeting,Website retargeting,lower matchability,1.0,-0.5,0,"full flight, 5 EDPs",5,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,1.1147628288616038
website_retargeting,Website retargeting,lower matchability,1.0,-0.5,0,"full flight, 5 EDPs",5,two_group_latent_mixture,Two-group mixture,1.0183324401462464
website_retargeting,Website retargeting,lower matchability,1.0,-0.5,0,"full flight, 5 EDPs",5,pairwise_maxent_direct,Direct pair + higher-order inference,0.633565312245114
website_retargeting,Website retargeting,lower matchability,1.0,-0.5,0,"full flight, 5 EDPs",5,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.6030519815745861
website_retargeting,Website retargeting,lower matchability,1.0,-0.5,0,"full flight, 10 EDPs",10,baseline_vid,Existing VID,2.2192743403429267
website_retargeting,Website retargeting,lower matchability,1.0,-0.5,0,"full flight, 10 EDPs",10,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,1.6834673738409487
website_retargeting,Website retargeting,lower matchability,1.0,-0.5,0,"full flight, 10 EDPs",10,two_group_latent_mixture,Two-group mixture,1.527181958091487
website_retargeting,Website retargeting,lower matchability,1.0,-0.5,0,"full flight, 10 EDPs",10,pairwise_maxent_direct,Direct pair + higher-order inference,1.2589440946294141
website_retargeting,Website retargeting,lower matchability,1.0,-0.5,0,"full flight, 10 EDPs",10,pairwise_maxent_mixture,Mixture pair + higher-order inference,1.0376750764227802
website_retargeting,Website retargeting,lower matchability,1.0,-0.5,1,"full flight, 2 EDPs",2,baseline_vid,Existing VID,0.4662572614107887
website_retargeting,Website retargeting,lower matchability,1.0,-0.5,1,"full flight, 2 EDPs",2,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.2604155524669161
website_retargeting,Website retargeting,lower matchability,1.0,-0.5,1,"full flight, 2 EDPs",2,two_group_latent_mixture,Two-group mixture,0.19455662020368075
website_retargeting,Website retargeting,lower matchability,1.0,-0.5,1,"full flight, 2 EDPs",2,pairwise_maxent_direct,Direct pair + higher-order inference,0.14808955648065356
website_retargeting,Website retargeting,lower matchability,1.0,-0.5,1,"full flight, 2 EDPs",2,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.1522405625428253
website_retargeting,Website retargeting,lower matchability,1.0,-0.5,1,"full flight, 5 EDPs",5,baseline_vid,Existing VID,1.4475507208508966
website_retargeting,Website retargeting,lower matchability,1.0,-0.5,1,"full flight, 5 EDPs",5,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,1.1358338606075897
website_retargeting,Website retargeting,lower matchability,1.0,-0.5,1,"full flight, 5 EDPs",5,two_group_latent_mixture,Two-group mixture,1.0354308924392222
website_retargeting,Website retargeting,lower matchability,1.0,-0.5,1,"full flight, 5 EDPs",5,pairwise_maxent_direct,Direct pair + higher-order inference,0.6293887493795375
website_retargeting,Website retargeting,lower matchability,1.0,-0.5,1,"full flight, 5 EDPs",5,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.5949219123437184
website_retargeting,Website retargeting,lower matchability,1.0,-0.5,1,"full flight, 10 EDPs",10,baseline_vid,Existing VID,2.263464791136927
website_retargeting,Website retargeting,lower matchability,1.0,-0.5,1,"full flight, 10 EDPs",10,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,1.6908075800072364
website_retargeting,Website retargeting,lower matchability,1.0,-0.5,1,"full flight, 10 EDPs",10,two_group_latent_mixture,Two-group mixture,1.5301063259393375
website_retargeting,Website retargeting,lower matchability,1.0,-0.5,1,"full flight, 10 EDPs",10,pairwise_maxent_direct,Direct pair + higher-order inference,1.243905378445174
website_retargeting,Website retargeting,lower matchability,1.0,-0.5,1,"full flight, 10 EDPs",10,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.9272842975231141
website_retargeting,Website retargeting,higher matchability,1.0,0.5,0,"full flight, 2 EDPs",2,baseline_vid,Existing VID,0.5166008583690991
website_retargeting,Website retargeting,higher matchability,1.0,0.5,0,"full flight, 2 EDPs",2,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.06999238087150417
website_retargeting,Website retargeting,higher matchability,1.0,0.5,0,"full flight, 2 EDPs",2,two_group_latent_mixture,Two-group mixture,0.05896330504590606
website_retargeting,Website retargeting,higher matchability,1.0,0.5,0,"full flight, 2 EDPs",2,pairwise_maxent_direct,Direct pair + higher-order inference,0.12063545500252508
website_retargeting,Website retargeting,higher matchability,1.0,0.5,0,"full flight, 2 EDPs",2,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.11294459676267507
website_retargeting,Website retargeting,higher matchability,1.0,0.5,0,"full flight, 5 EDPs",5,baseline_vid,Existing VID,1.6445441729467167
website_retargeting,Website retargeting,higher matchability,1.0,0.5,0,"full flight, 5 EDPs",5,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.7598124087225128
website_retargeting,Website retargeting,higher matchability,1.0,0.5,0,"full flight, 5 EDPs",5,two_group_latent_mixture,Two-group mixture,0.5811736786986289
website_retargeting,Website retargeting,higher matchability,1.0,0.5,0,"full flight, 5 EDPs",5,pairwise_maxent_direct,Direct pair + higher-order inference,0.22188264735914828
website_retargeting,Website retargeting,higher matchability,1.0,0.5,0,"full flight, 5 EDPs",5,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.21509017420130058
website_retargeting,Website retargeting,higher matchability,1.0,0.5,0,"full flight, 10 EDPs",10,baseline_vid,Existing VID,2.569720871386263
website_retargeting,Website retargeting,higher matchability,1.0,0.5,0,"full flight, 10 EDPs",10,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,1.5991568618432024
website_retargeting,Website retargeting,higher matchability,1.0,0.5,0,"full flight, 10 EDPs",10,two_group_latent_mixture,Two-group mixture,1.5489711787888887
website_retargeting,Website retargeting,higher matchability,1.0,0.5,0,"full flight, 10 EDPs",10,pairwise_maxent_direct,Direct pair + higher-order inference,0.2294339289105858
website_retargeting,Website retargeting,higher matchability,1.0,0.5,0,"full flight, 10 EDPs",10,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.22239205488643465
website_retargeting,Website retargeting,higher matchability,1.0,0.5,1,"full flight, 2 EDPs",2,baseline_vid,Existing VID,0.5444405594405598
website_retargeting,Website retargeting,higher matchability,1.0,0.5,1,"full flight, 2 EDPs",2,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.05259658667927256
website_retargeting,Website retargeting,higher matchability,1.0,0.5,1,"full flight, 2 EDPs",2,two_group_latent_mixture,Two-group mixture,0.08831235265485109
website_retargeting,Website retargeting,higher matchability,1.0,0.5,1,"full flight, 2 EDPs",2,pairwise_maxent_direct,Direct pair + higher-order inference,0.15287791549275415
website_retargeting,Website retargeting,higher matchability,1.0,0.5,1,"full flight, 2 EDPs",2,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.1445185740331201
website_retargeting,Website retargeting,higher matchability,1.0,0.5,1,"full flight, 5 EDPs",5,baseline_vid,Existing VID,1.679126673669866
website_retargeting,Website retargeting,higher matchability,1.0,0.5,1,"full flight, 5 EDPs",5,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.742584283068085
website_retargeting,Website retargeting,higher matchability,1.0,0.5,1,"full flight, 5 EDPs",5,two_group_latent_mixture,Two-group mixture,0.6016604304978125
website_retargeting,Website retargeting,higher matchability,1.0,0.5,1,"full flight, 5 EDPs",5,pairwise_maxent_direct,Direct pair + higher-order inference,0.2540980191891698
website_retargeting,Website retargeting,higher matchability,1.0,0.5,1,"full flight, 5 EDPs",5,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.24685378260207863
website_retargeting,Website retargeting,higher matchability,1.0,0.5,1,"full flight, 10 EDPs",10,baseline_vid,Existing VID,2.5831712137803335
website_retargeting,Website retargeting,higher matchability,1.0,0.5,1,"full flight, 10 EDPs",10,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,1.6119257192388434
website_retargeting,Website retargeting,higher matchability,1.0,0.5,1,"full flight, 10 EDPs",10,two_group_latent_mixture,Two-group mixture,1.5512669204050558
website_retargeting,Website retargeting,higher matchability,1.0,0.5,1,"full flight, 10 EDPs",10,pairwise_maxent_direct,Direct pair + higher-order inference,0.26645721066590194
website_retargeting,Website retargeting,higher matchability,1.0,0.5,1,"full flight, 10 EDPs",10,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.2607045925276546
crm_customer_list,Customer-list retargeting,central,1.0,0.0,0,"full flight, 2 EDPs",2,baseline_vid,Existing VID,0.6304124293785308
crm_customer_list,Customer-list retargeting,central,1.0,0.0,0,"full flight, 2 EDPs",2,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.014529680776397387
crm_customer_list,Customer-list retargeting,central,1.0,0.0,0,"full flight, 2 EDPs",2,two_group_latent_mixture,Two-group mixture,0.057389221024818006
crm_customer_list,Customer-list retargeting,central,1.0,0.0,0,"full flight, 2 EDPs",2,pairwise_maxent_direct,Direct pair + higher-order inference,0.11831455895081583
crm_customer_list,Customer-list retargeting,central,1.0,0.0,0,"full flight, 2 EDPs",2,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.11831455895081583
crm_customer_list,Customer-list retargeting,central,1.0,0.0,0,"full flight, 5 EDPs",5,baseline_vid,Existing VID,2.0722299631613277
crm_customer_list,Customer-list retargeting,central,1.0,0.0,0,"full flight, 5 EDPs",5,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.7999633809291297
crm_customer_list,Customer-list retargeting,central,1.0,0.0,0,"full flight, 5 EDPs",5,two_group_latent_mixture,Two-group mixture,0.803407236390117
crm_customer_list,Customer-list retargeting,central,1.0,0.0,0,"full flight, 5 EDPs",5,pairwise_maxent_direct,Direct pair + higher-order inference,0.1649661369248619
crm_customer_list,Customer-list retargeting,central,1.0,0.0,0,"full flight, 5 EDPs",5,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.1649661369248619
crm_customer_list,Customer-list retargeting,central,1.0,0.0,0,"full flight, 10 EDPs",10,baseline_vid,Existing VID,3.167378104696296
crm_customer_list,Customer-list retargeting,central,1.0,0.0,0,"full flight, 10 EDPs",10,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,1.947475004528536
crm_customer_list,Customer-list retargeting,central,1.0,0.0,0,"full flight, 10 EDPs",10,two_group_latent_mixture,Two-group mixture,1.9410269526731279
crm_customer_list,Customer-list retargeting,central,1.0,0.0,0,"full flight, 10 EDPs",10,pairwise_maxent_direct,Direct pair + higher-order inference,0.16624826390120997
crm_customer_list,Customer-list retargeting,central,1.0,0.0,0,"full flight, 10 EDPs",10,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.16622721253299413
crm_customer_list,Customer-list retargeting,central,1.0,0.0,1,"full flight, 2 EDPs",2,baseline_vid,Existing VID,0.641541524459613
crm_customer_list,Customer-list retargeting,central,1.0,0.0,1,"full flight, 2 EDPs",2,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.013889209407749369
crm_customer_list,Customer-list retargeting,central,1.0,0.0,1,"full flight, 2 EDPs",2,two_group_latent_mixture,Two-group mixture,0.05133423548851743
crm_customer_list,Customer-list retargeting,central,1.0,0.0,1,"full flight, 2 EDPs",2,pairwise_maxent_direct,Direct pair + higher-order inference,0.11229743776298017
crm_customer_list,Customer-list retargeting,central,1.0,0.0,1,"full flight, 2 EDPs",2,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.11229743776298017
crm_customer_list,Customer-list retargeting,central,1.0,0.0,1,"full flight, 5 EDPs",5,baseline_vid,Existing VID,2.105443260060369
crm_customer_list,Customer-list retargeting,central,1.0,0.0,1,"full flight, 5 EDPs",5,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.8072718829705908
crm_customer_list,Customer-list retargeting,central,1.0,0.0,1,"full flight, 5 EDPs",5,two_group_latent_mixture,Two-group mixture,0.797523960264359
crm_customer_list,Customer-list retargeting,central,1.0,0.0,1,"full flight, 5 EDPs",5,pairwise_maxent_direct,Direct pair + higher-order inference,0.15593671712106305
crm_customer_list,Customer-list retargeting,central,1.0,0.0,1,"full flight, 5 EDPs",5,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.15593671712106305
crm_customer_list,Customer-list retargeting,central,1.0,0.0,1,"full flight, 10 EDPs",10,baseline_vid,Existing VID,3.207750981921556
crm_customer_list,Customer-list retargeting,central,1.0,0.0,1,"full flight, 10 EDPs",10,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,1.9770269085642982
crm_customer_list,Customer-list retargeting,central,1.0,0.0,1,"full flight, 10 EDPs",10,two_group_latent_mixture,Two-group mixture,1.9827313927562056
crm_customer_list,Customer-list retargeting,central,1.0,0.0,1,"full flight, 10 EDPs",10,pairwise_maxent_direct,Direct pair + higher-order inference,0.15836842678571672
crm_customer_list,Customer-list retargeting,central,1.0,0.0,1,"full flight, 10 EDPs",10,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.15817248812193538
crm_customer_list,Customer-list retargeting,weaker similarity,0.8,0.0,0,"full flight, 2 EDPs",2,baseline_vid,Existing VID,0.6068095768374163
crm_customer_list,Customer-list retargeting,weaker similarity,0.8,0.0,0,"full flight, 2 EDPs",2,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.0005495456477398995
crm_customer_list,Customer-list retargeting,weaker similarity,0.8,0.0,0,"full flight, 2 EDPs",2,two_group_latent_mixture,Two-group mixture,0.0691929397052125
crm_customer_list,Customer-list retargeting,weaker similarity,0.8,0.0,0,"full flight, 2 EDPs",2,pairwise_maxent_direct,Direct pair + higher-order inference,0.13107248279748357
crm_customer_list,Customer-list retargeting,weaker similarity,0.8,0.0,0,"full flight, 2 EDPs",2,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.13107248279748357
crm_customer_list,Customer-list retargeting,weaker similarity,0.8,0.0,0,"full flight, 5 EDPs",5,baseline_vid,Existing VID,1.9074241048136047
crm_customer_list,Customer-list retargeting,weaker similarity,0.8,0.0,0,"full flight, 5 EDPs",5,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.7336309678534008
crm_customer_list,Customer-list retargeting,weaker similarity,0.8,0.0,0,"full flight, 5 EDPs",5,two_group_latent_mixture,Two-group mixture,0.713401246346467
crm_customer_list,Customer-list retargeting,weaker similarity,0.8,0.0,0,"full flight, 5 EDPs",5,pairwise_maxent_direct,Direct pair + higher-order inference,0.20973159478874615
crm_customer_list,Customer-list retargeting,weaker similarity,0.8,0.0,0,"full flight, 5 EDPs",5,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.20973159478874615
crm_customer_list,Customer-list retargeting,weaker similarity,0.8,0.0,0,"full flight, 10 EDPs",10,baseline_vid,Existing VID,2.9405248610938766
crm_customer_list,Customer-list retargeting,weaker similarity,0.8,0.0,0,"full flight, 10 EDPs",10,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,1.8153748855789793
crm_customer_list,Customer-list retargeting,weaker similarity,0.8,0.0,0,"full flight, 10 EDPs",10,two_group_latent_mixture,Two-group mixture,1.7849096268215292
crm_customer_list,Customer-list retargeting,weaker similarity,0.8,0.0,0,"full flight, 10 EDPs",10,pairwise_maxent_direct,Direct pair + higher-order inference,0.21161275275284275
crm_customer_list,Customer-list retargeting,weaker similarity,0.8,0.0,0,"full flight, 10 EDPs",10,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.21159468382904156
crm_customer_list,Customer-list retargeting,weaker similarity,0.8,0.0,1,"full flight, 2 EDPs",2,baseline_vid,Existing VID,0.5996840354767182
crm_customer_list,Customer-list retargeting,weaker similarity,0.8,0.0,1,"full flight, 2 EDPs",2,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.003936960904754517
crm_customer_list,Customer-list retargeting,weaker similarity,0.8,0.0,1,"full flight, 2 EDPs",2,two_group_latent_mixture,Two-group mixture,0.07270914511228778
crm_customer_list,Customer-list retargeting,weaker similarity,0.8,0.0,1,"full flight, 2 EDPs",2,pairwise_maxent_direct,Direct pair + higher-order inference,0.13492385472201654
crm_customer_list,Customer-list retargeting,weaker similarity,0.8,0.0,1,"full flight, 2 EDPs",2,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.13492385472201654
crm_customer_list,Customer-list retargeting,weaker similarity,0.8,0.0,1,"full flight, 5 EDPs",5,baseline_vid,Existing VID,1.8725350155558416
crm_customer_list,Customer-list retargeting,weaker similarity,0.8,0.0,1,"full flight, 5 EDPs",5,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.7140951130172983
crm_customer_list,Customer-list retargeting,weaker similarity,0.8,0.0,1,"full flight, 5 EDPs",5,two_group_latent_mixture,Two-group mixture,0.7484585492657483
crm_customer_list,Customer-list retargeting,weaker similarity,0.8,0.0,1,"full flight, 5 EDPs",5,pairwise_maxent_direct,Direct pair + higher-order inference,0.21920347182551622
crm_customer_list,Customer-list retargeting,weaker similarity,0.8,0.0,1,"full flight, 5 EDPs",5,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.21920347182551622
crm_customer_list,Customer-list retargeting,weaker similarity,0.8,0.0,1,"full flight, 10 EDPs",10,baseline_vid,Existing VID,2.8856865429474405
crm_customer_list,Customer-list retargeting,weaker similarity,0.8,0.0,1,"full flight, 10 EDPs",10,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,1.7620230343572603
crm_customer_list,Customer-list retargeting,weaker similarity,0.8,0.0,1,"full flight, 10 EDPs",10,two_group_latent_mixture,Two-group mixture,1.7431013985981805
crm_customer_list,Customer-list retargeting,weaker similarity,0.8,0.0,1,"full flight, 10 EDPs",10,pairwise_maxent_direct,Direct pair + higher-order inference,0.22255462842911156
crm_customer_list,Customer-list retargeting,weaker similarity,0.8,0.0,1,"full flight, 10 EDPs",10,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.22250895786082323
crm_customer_list,Customer-list retargeting,stronger similarity,1.2,0.0,0,"full flight, 2 EDPs",2,baseline_vid,Existing VID,0.6935622065727697
crm_customer_list,Customer-list retargeting,stronger similarity,1.2,0.0,0,"full flight, 2 EDPs",2,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,7.429231415751954e-05
crm_customer_list,Customer-list retargeting,stronger similarity,1.2,0.0,0,"full flight, 2 EDPs",2,two_group_latent_mixture,Two-group mixture,0.02231722713050568
crm_customer_list,Customer-list retargeting,stronger similarity,1.2,0.0,0,"full flight, 2 EDPs",2,pairwise_maxent_direct,Direct pair + higher-order inference,0.0841693506504221
crm_customer_list,Customer-list retargeting,stronger similarity,1.2,0.0,0,"full flight, 2 EDPs",2,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.0841693506504221
crm_customer_list,Customer-list retargeting,stronger similarity,1.2,0.0,0,"full flight, 5 EDPs",5,baseline_vid,Existing VID,2.2311979927512278
crm_customer_list,Customer-list retargeting,stronger similarity,1.2,0.0,0,"full flight, 5 EDPs",5,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.8871163691333613
crm_customer_list,Customer-list retargeting,stronger similarity,1.2,0.0,0,"full flight, 5 EDPs",5,two_group_latent_mixture,Two-group mixture,0.8788460053813806
crm_customer_list,Customer-list retargeting,stronger similarity,1.2,0.0,0,"full flight, 5 EDPs",5,pairwise_maxent_direct,Direct pair + higher-order inference,0.12176513372660354
crm_customer_list,Customer-list retargeting,stronger similarity,1.2,0.0,0,"full flight, 5 EDPs",5,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.12176513372660354
crm_customer_list,Customer-list retargeting,stronger similarity,1.2,0.0,0,"full flight, 10 EDPs",10,baseline_vid,Existing VID,3.392135575511377
crm_customer_list,Customer-list retargeting,stronger similarity,1.2,0.0,0,"full flight, 10 EDPs",10,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,2.1144376659241653
crm_customer_list,Customer-list retargeting,stronger similarity,1.2,0.0,0,"full flight, 10 EDPs",10,two_group_latent_mixture,Two-group mixture,2.1128728297330324
crm_customer_list,Customer-list retargeting,stronger similarity,1.2,0.0,0,"full flight, 10 EDPs",10,pairwise_maxent_direct,Direct pair + higher-order inference,0.12130440584395039
crm_customer_list,Customer-list retargeting,stronger similarity,1.2,0.0,0,"full flight, 10 EDPs",10,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.12129773563874237
crm_customer_list,Customer-list retargeting,stronger similarity,1.2,0.0,1,"full flight, 2 EDPs",2,baseline_vid,Existing VID,0.6975470588235292
crm_customer_list,Customer-list retargeting,stronger similarity,1.2,0.0,1,"full flight, 2 EDPs",2,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.010306406172652455
crm_customer_list,Customer-list retargeting,stronger similarity,1.2,0.0,1,"full flight, 2 EDPs",2,two_group_latent_mixture,Two-group mixture,0.019545377804556313
crm_customer_list,Customer-list retargeting,stronger similarity,1.2,0.0,1,"full flight, 2 EDPs",2,pairwise_maxent_direct,Direct pair + higher-order inference,0.08201295442016335
crm_customer_list,Customer-list retargeting,stronger similarity,1.2,0.0,1,"full flight, 2 EDPs",2,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.08201295442016335
crm_customer_list,Customer-list retargeting,stronger similarity,1.2,0.0,1,"full flight, 5 EDPs",5,baseline_vid,Existing VID,2.242138843742485
crm_customer_list,Customer-list retargeting,stronger similarity,1.2,0.0,1,"full flight, 5 EDPs",5,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.8689129543478884
crm_customer_list,Customer-list retargeting,stronger similarity,1.2,0.0,1,"full flight, 5 EDPs",5,two_group_latent_mixture,Two-group mixture,0.8852162791565834
crm_customer_list,Customer-list retargeting,stronger similarity,1.2,0.0,1,"full flight, 5 EDPs",5,pairwise_maxent_direct,Direct pair + higher-order inference,0.11879051289667059
crm_customer_list,Customer-list retargeting,stronger similarity,1.2,0.0,1,"full flight, 5 EDPs",5,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.11879051289667059
crm_customer_list,Customer-list retargeting,stronger similarity,1.2,0.0,1,"full flight, 10 EDPs",10,baseline_vid,Existing VID,3.4069906000057784
crm_customer_list,Customer-list retargeting,stronger similarity,1.2,0.0,1,"full flight, 10 EDPs",10,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,2.1114899518155124
crm_customer_list,Customer-list retargeting,stronger similarity,1.2,0.0,1,"full flight, 10 EDPs",10,two_group_latent_mixture,Two-group mixture,2.1085034807839063
crm_customer_list,Customer-list retargeting,stronger similarity,1.2,0.0,1,"full flight, 10 EDPs",10,pairwise_maxent_direct,Direct pair + higher-order inference,0.11830501970724196
crm_customer_list,Customer-list retargeting,stronger similarity,1.2,0.0,1,"full flight, 10 EDPs",10,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.11829997804708686
crm_customer_list,Customer-list retargeting,lower matchability,1.0,-0.45,0,"full flight, 2 EDPs",2,baseline_vid,Existing VID,0.5285116525423726
crm_customer_list,Customer-list retargeting,lower matchability,1.0,-0.45,0,"full flight, 2 EDPs",2,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.011575248717961801
crm_customer_list,Customer-list retargeting,lower matchability,1.0,-0.45,0,"full flight, 2 EDPs",2,two_group_latent_mixture,Two-group mixture,0.11003579242979097
crm_customer_list,Customer-list retargeting,lower matchability,1.0,-0.45,0,"full flight, 2 EDPs",2,pairwise_maxent_direct,Direct pair + higher-order inference,0.1733996962820369
crm_customer_list,Customer-list retargeting,lower matchability,1.0,-0.45,0,"full flight, 2 EDPs",2,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.1733996962820369
crm_customer_list,Customer-list retargeting,lower matchability,1.0,-0.45,0,"full flight, 5 EDPs",5,baseline_vid,Existing VID,1.6523869026369726
crm_customer_list,Customer-list retargeting,lower matchability,1.0,-0.45,0,"full flight, 5 EDPs",5,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.5886168276676882
crm_customer_list,Customer-list retargeting,lower matchability,1.0,-0.45,0,"full flight, 5 EDPs",5,two_group_latent_mixture,Two-group mixture,0.5512805206465203
crm_customer_list,Customer-list retargeting,lower matchability,1.0,-0.45,0,"full flight, 5 EDPs",5,pairwise_maxent_direct,Direct pair + higher-order inference,0.27899710203160427
crm_customer_list,Customer-list retargeting,lower matchability,1.0,-0.45,0,"full flight, 5 EDPs",5,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.27899710203160427
crm_customer_list,Customer-list retargeting,lower matchability,1.0,-0.45,0,"full flight, 10 EDPs",10,baseline_vid,Existing VID,2.553636965641023
crm_customer_list,Customer-list retargeting,lower matchability,1.0,-0.45,0,"full flight, 10 EDPs",10,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,1.5474082757815706
crm_customer_list,Customer-list retargeting,lower matchability,1.0,-0.45,0,"full flight, 10 EDPs",10,two_group_latent_mixture,Two-group mixture,1.5060949772531322
crm_customer_list,Customer-list retargeting,lower matchability,1.0,-0.45,0,"full flight, 10 EDPs",10,pairwise_maxent_direct,Direct pair + higher-order inference,0.2909090842048255
crm_customer_list,Customer-list retargeting,lower matchability,1.0,-0.45,0,"full flight, 10 EDPs",10,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.2887362677847445
crm_customer_list,Customer-list retargeting,lower matchability,1.0,-0.45,1,"full flight, 2 EDPs",2,baseline_vid,Existing VID,0.5301325556733826
crm_customer_list,Customer-list retargeting,lower matchability,1.0,-0.45,1,"full flight, 2 EDPs",2,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.011228458208164885
crm_customer_list,Customer-list retargeting,lower matchability,1.0,-0.45,1,"full flight, 2 EDPs",2,two_group_latent_mixture,Two-group mixture,0.10920722108560428
crm_customer_list,Customer-list retargeting,lower matchability,1.0,-0.45,1,"full flight, 2 EDPs",2,pairwise_maxent_direct,Direct pair + higher-order inference,0.17252350661523744
crm_customer_list,Customer-list retargeting,lower matchability,1.0,-0.45,1,"full flight, 2 EDPs",2,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.17252350661523744
crm_customer_list,Customer-list retargeting,lower matchability,1.0,-0.45,1,"full flight, 5 EDPs",5,baseline_vid,Existing VID,1.6597546440331865
crm_customer_list,Customer-list retargeting,lower matchability,1.0,-0.45,1,"full flight, 5 EDPs",5,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.586456828295434
crm_customer_list,Customer-list retargeting,lower matchability,1.0,-0.45,1,"full flight, 5 EDPs",5,two_group_latent_mixture,Two-group mixture,0.6105237463222265
crm_customer_list,Customer-list retargeting,lower matchability,1.0,-0.45,1,"full flight, 5 EDPs",5,pairwise_maxent_direct,Direct pair + higher-order inference,0.276993664213361
crm_customer_list,Customer-list retargeting,lower matchability,1.0,-0.45,1,"full flight, 5 EDPs",5,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.276993664213361
crm_customer_list,Customer-list retargeting,lower matchability,1.0,-0.45,1,"full flight, 10 EDPs",10,baseline_vid,Existing VID,2.5633552071149732
crm_customer_list,Customer-list retargeting,lower matchability,1.0,-0.45,1,"full flight, 10 EDPs",10,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,1.5472261661267515
crm_customer_list,Customer-list retargeting,lower matchability,1.0,-0.45,1,"full flight, 10 EDPs",10,two_group_latent_mixture,Two-group mixture,1.5091427601609593
crm_customer_list,Customer-list retargeting,lower matchability,1.0,-0.45,1,"full flight, 10 EDPs",10,pairwise_maxent_direct,Direct pair + higher-order inference,0.2873716435025158
crm_customer_list,Customer-list retargeting,lower matchability,1.0,-0.45,1,"full flight, 10 EDPs",10,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.28683775539265344
