scenario,scenario_label,variant,similarity_multiplier,matchability_shift,replicate,report,edp_count,method,method_label,relative_error
lead_generation,Lead generation,lower matchability,1.0,-0.25,0,"full flight, 2 EDPs",2,two_group_latent_mixture,Two-group mixture,0.05137472529776632
lead_generation,Lead generation,lower matchability,1.0,-0.25,0,"full flight, 2 EDPs",2,pairwise_maxent_direct,Direct pair + higher-order inference,0.02864411672680902
lead_generation,Lead generation,lower matchability,1.0,-0.25,0,"full flight, 2 EDPs",2,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.03408860510190044
lead_generation,Lead generation,lower matchability,1.0,-0.25,0,"full flight, 5 EDPs",5,baseline_vid,Existing VID,0.434422140104497
lead_generation,Lead generation,lower matchability,1.0,-0.25,0,"full flight, 5 EDPs",5,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.30997439598934595
lead_generation,Lead generation,lower matchability,1.0,-0.25,0,"full flight, 5 EDPs",5,two_group_latent_mixture,Two-group mixture,0.26260162277215776
lead_generation,Lead generation,lower matchability,1.0,-0.25,0,"full flight, 5 EDPs",5,pairwise_maxent_direct,Direct pair + higher-order inference,0.15256804501417298
lead_generation,Lead generation,lower matchability,1.0,-0.25,0,"full flight, 5 EDPs",5,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.14536183490804952
lead_generation,Lead generation,lower matchability,1.0,-0.25,0,"full flight, 10 EDPs",10,baseline_vid,Existing VID,0.662843367623722
lead_generation,Lead generation,lower matchability,1.0,-0.25,0,"full flight, 10 EDPs",10,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.45027935356670046
lead_generation,Lead generation,lower matchability,1.0,-0.25,0,"full flight, 10 EDPs",10,two_group_latent_mixture,Two-group mixture,0.3723189347428426
lead_generation,Lead generation,lower matchability,1.0,-0.25,0,"full flight, 10 EDPs",10,pairwise_maxent_direct,Direct pair + higher-order inference,0.3293387679783396
lead_generation,Lead generation,lower matchability,1.0,-0.25,0,"full flight, 10 EDPs",10,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.2375515153989801
lead_generation,Lead generation,lower matchability,1.0,-0.25,1,"full flight, 2 EDPs",2,baseline_vid,Existing VID,0.16677875243664736
lead_generation,Lead generation,lower matchability,1.0,-0.25,1,"full flight, 2 EDPs",2,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.08657337465424302
lead_generation,Lead generation,lower matchability,1.0,-0.25,1,"full flight, 2 EDPs",2,two_group_latent_mixture,Two-group mixture,0.05853627710429549
lead_generation,Lead generation,lower matchability,1.0,-0.25,1,"full flight, 2 EDPs",2,pairwise_maxent_direct,Direct pair + higher-order inference,0.03344925433448125
lead_generation,Lead generation,lower matchability,1.0,-0.25,1,"full flight, 2 EDPs",2,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.03956125813642658
lead_generation,Lead generation,lower matchability,1.0,-0.25,1,"full flight, 5 EDPs",5,baseline_vid,Existing VID,0.45177033912549347
lead_generation,Lead generation,lower matchability,1.0,-0.25,1,"full flight, 5 EDPs",5,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.3161899430869274
lead_generation,Lead generation,lower matchability,1.0,-0.25,1,"full flight, 5 EDPs",5,two_group_latent_mixture,Two-group mixture,0.2810100454267681
lead_generation,Lead generation,lower matchability,1.0,-0.25,1,"full flight, 5 EDPs",5,pairwise_maxent_direct,Direct pair + higher-order inference,0.14467823783195535
lead_generation,Lead generation,lower matchability,1.0,-0.25,1,"full flight, 5 EDPs",5,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.13692534794564187
lead_generation,Lead generation,lower matchability,1.0,-0.25,1,"full flight, 10 EDPs",10,baseline_vid,Existing VID,0.6897382129450204
lead_generation,Lead generation,lower matchability,1.0,-0.25,1,"full flight, 10 EDPs",10,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.44932096946380506
lead_generation,Lead generation,lower matchability,1.0,-0.25,1,"full flight, 10 EDPs",10,two_group_latent_mixture,Two-group mixture,0.3735744580273572
lead_generation,Lead generation,lower matchability,1.0,-0.25,1,"full flight, 10 EDPs",10,pairwise_maxent_direct,Direct pair + higher-order inference,0.320450445026739
lead_generation,Lead generation,lower matchability,1.0,-0.25,1,"full flight, 10 EDPs",10,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.2213608464769084
lead_generation,Lead generation,higher matchability,1.0,0.45,0,"full flight, 2 EDPs",2,baseline_vid,Existing VID,0.2776040554962649
lead_generation,Lead generation,higher matchability,1.0,0.45,0,"full flight, 2 EDPs",2,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.016838104076161105
lead_generation,Lead generation,higher matchability,1.0,0.45,0,"full flight, 2 EDPs",2,two_group_latent_mixture,Two-group mixture,0.0506486953895384
lead_generation,Lead generation,higher matchability,1.0,0.45,0,"full flight, 2 EDPs",2,pairwise_maxent_direct,Direct pair + higher-order inference,0.0950204027369682
lead_generation,Lead generation,higher matchability,1.0,0.45,0,"full flight, 2 EDPs",2,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.08133176698762856
lead_generation,Lead generation,higher matchability,1.0,0.45,0,"full flight, 5 EDPs",5,baseline_vid,Existing VID,0.7909157461846488
lead_generation,Lead generation,higher matchability,1.0,0.45,0,"full flight, 5 EDPs",5,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.3264671765573437
lead_generation,Lead generation,higher matchability,1.0,0.45,0,"full flight, 5 EDPs",5,two_group_latent_mixture,Two-group mixture,0.2345594749125333
lead_generation,Lead generation,higher matchability,1.0,0.45,0,"full flight, 5 EDPs",5,pairwise_maxent_direct,Direct pair + higher-order inference,0.19763340822170425
lead_generation,Lead generation,higher matchability,1.0,0.45,0,"full flight, 5 EDPs",5,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.20167022843132207
lead_generation,Lead generation,higher matchability,1.0,0.45,0,"full flight, 10 EDPs",10,baseline_vid,Existing VID,1.2082366004449137
lead_generation,Lead generation,higher matchability,1.0,0.45,0,"full flight, 10 EDPs",10,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.6456562866630006
lead_generation,Lead generation,higher matchability,1.0,0.45,0,"full flight, 10 EDPs",10,two_group_latent_mixture,Two-group mixture,0.6081129105254443
lead_generation,Lead generation,higher matchability,1.0,0.45,0,"full flight, 10 EDPs",10,pairwise_maxent_direct,Direct pair + higher-order inference,0.22992688997058366
lead_generation,Lead generation,higher matchability,1.0,0.45,0,"full flight, 10 EDPs",10,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.25943113187090233
lead_generation,Lead generation,higher matchability,1.0,0.45,1,"full flight, 2 EDPs",2,baseline_vid,Existing VID,0.27624200426439255
lead_generation,Lead generation,higher matchability,1.0,0.45,1,"full flight, 2 EDPs",2,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.016544353796517863
lead_generation,Lead generation,higher matchability,1.0,0.45,1,"full flight, 2 EDPs",2,two_group_latent_mixture,Two-group mixture,0.05070447993540624
lead_generation,Lead generation,higher matchability,1.0,0.45,1,"full flight, 2 EDPs",2,pairwise_maxent_direct,Direct pair + higher-order inference,0.09496629280164631
lead_generation,Lead generation,higher matchability,1.0,0.45,1,"full flight, 2 EDPs",2,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.08132369586253631
lead_generation,Lead generation,higher matchability,1.0,0.45,1,"full flight, 5 EDPs",5,baseline_vid,Existing VID,0.8122615834454908
lead_generation,Lead generation,higher matchability,1.0,0.45,1,"full flight, 5 EDPs",5,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.3653102732316482
lead_generation,Lead generation,higher matchability,1.0,0.45,1,"full flight, 5 EDPs",5,two_group_latent_mixture,Two-group mixture,0.27219577799352285
lead_generation,Lead generation,higher matchability,1.0,0.45,1,"full flight, 5 EDPs",5,pairwise_maxent_direct,Direct pair + higher-order inference,0.16222316916888913
lead_generation,Lead generation,higher matchability,1.0,0.45,1,"full flight, 5 EDPs",5,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.17387111354073304
lead_generation,Lead generation,higher matchability,1.0,0.45,1,"full flight, 10 EDPs",10,baseline_vid,Existing VID,1.222002651859495
lead_generation,Lead generation,higher matchability,1.0,0.45,1,"full flight, 10 EDPs",10,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.6424307645560715
lead_generation,Lead generation,higher matchability,1.0,0.45,1,"full flight, 10 EDPs",10,two_group_latent_mixture,Two-group mixture,0.6213983838394623
lead_generation,Lead generation,higher matchability,1.0,0.45,1,"full flight, 10 EDPs",10,pairwise_maxent_direct,Direct pair + higher-order inference,0.19841052555443714
lead_generation,Lead generation,higher matchability,1.0,0.45,1,"full flight, 10 EDPs",10,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.21068598308749292
sales_prospecting,Sales / purchase prospecting,central,1.0,0.0,0,"full flight, 2 EDPs",2,baseline_vid,Existing VID,0.17683718028696194
sales_prospecting,Sales / purchase prospecting,central,1.0,0.0,0,"full flight, 2 EDPs",2,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.049557181607156116
sales_prospecting,Sales / purchase prospecting,central,1.0,0.0,0,"full flight, 2 EDPs",2,two_group_latent_mixture,Two-group mixture,0.02070153078317447
sales_prospecting,Sales / purchase prospecting,central,1.0,0.0,0,"full flight, 2 EDPs",2,pairwise_maxent_direct,Direct pair + higher-order inference,0.010928920499860533
sales_prospecting,Sales / purchase prospecting,central,1.0,0.0,0,"full flight, 2 EDPs",2,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.007372288868563739
sales_prospecting,Sales / purchase prospecting,central,1.0,0.0,0,"full flight, 5 EDPs",5,baseline_vid,Existing VID,0.4720471583686239
sales_prospecting,Sales / purchase prospecting,central,1.0,0.0,0,"full flight, 5 EDPs",5,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.32415663736079336
sales_prospecting,Sales / purchase prospecting,central,1.0,0.0,0,"full flight, 5 EDPs",5,two_group_latent_mixture,Two-group mixture,0.25552517453543244
sales_prospecting,Sales / purchase prospecting,central,1.0,0.0,0,"full flight, 5 EDPs",5,pairwise_maxent_direct,Direct pair + higher-order inference,0.007688452104957543
sales_prospecting,Sales / purchase prospecting,central,1.0,0.0,0,"full flight, 5 EDPs",5,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.021131718765274123
sales_prospecting,Sales / purchase prospecting,central,1.0,0.0,0,"full flight, 10 EDPs",10,baseline_vid,Existing VID,0.6578937486847852
sales_prospecting,Sales / purchase prospecting,central,1.0,0.0,0,"full flight, 10 EDPs",10,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.33439509184281785
sales_prospecting,Sales / purchase prospecting,central,1.0,0.0,0,"full flight, 10 EDPs",10,two_group_latent_mixture,Two-group mixture,0.2755042193393882
sales_prospecting,Sales / purchase prospecting,central,1.0,0.0,0,"full flight, 10 EDPs",10,pairwise_maxent_direct,Direct pair + higher-order inference,0.11546757514078498
sales_prospecting,Sales / purchase prospecting,central,1.0,0.0,0,"full flight, 10 EDPs",10,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.04299855287753937
sales_prospecting,Sales / purchase prospecting,central,1.0,0.0,1,"full flight, 2 EDPs",2,baseline_vid,Existing VID,0.18088888888888888
sales_prospecting,Sales / purchase prospecting,central,1.0,0.0,1,"full flight, 2 EDPs",2,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.04147513084004789
sales_prospecting,Sales / purchase prospecting,central,1.0,0.0,1,"full flight, 2 EDPs",2,two_group_latent_mixture,Two-group mixture,0.011008183880085023
sales_prospecting,Sales / purchase prospecting,central,1.0,0.0,1,"full flight, 2 EDPs",2,pairwise_maxent_direct,Direct pair + higher-order inference,0.022210841678704175
sales_prospecting,Sales / purchase prospecting,central,1.0,0.0,1,"full flight, 2 EDPs",2,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.0029451222669294743
sales_prospecting,Sales / purchase prospecting,central,1.0,0.0,1,"full flight, 5 EDPs",5,baseline_vid,Existing VID,0.48028192654029883
sales_prospecting,Sales / purchase prospecting,central,1.0,0.0,1,"full flight, 5 EDPs",5,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.34188108254144256
sales_prospecting,Sales / purchase prospecting,central,1.0,0.0,1,"full flight, 5 EDPs",5,two_group_latent_mixture,Two-group mixture,0.2584261184496809
sales_prospecting,Sales / purchase prospecting,central,1.0,0.0,1,"full flight, 5 EDPs",5,pairwise_maxent_direct,Direct pair + higher-order inference,0.00528115961558535
sales_prospecting,Sales / purchase prospecting,central,1.0,0.0,1,"full flight, 5 EDPs",5,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.018407766043260596
sales_prospecting,Sales / purchase prospecting,central,1.0,0.0,1,"full flight, 10 EDPs",10,baseline_vid,Existing VID,0.664622213573928
sales_prospecting,Sales / purchase prospecting,central,1.0,0.0,1,"full flight, 10 EDPs",10,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.33741245791281926
sales_prospecting,Sales / purchase prospecting,central,1.0,0.0,1,"full flight, 10 EDPs",10,two_group_latent_mixture,Two-group mixture,0.2750358670826956
sales_prospecting,Sales / purchase prospecting,central,1.0,0.0,1,"full flight, 10 EDPs",10,pairwise_maxent_direct,Direct pair + higher-order inference,0.10883761079297401
sales_prospecting,Sales / purchase prospecting,central,1.0,0.0,1,"full flight, 10 EDPs",10,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.10113046802901814
sales_prospecting,Sales / purchase prospecting,weaker similarity,0.7,0.0,0,"full flight, 2 EDPs",2,baseline_vid,Existing VID,0.09360579710144927
sales_prospecting,Sales / purchase prospecting,weaker similarity,0.7,0.0,0,"full flight, 2 EDPs",2,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.03921559422755328
sales_prospecting,Sales / purchase prospecting,weaker similarity,0.7,0.0,0,"full flight, 2 EDPs",2,two_group_latent_mixture,Two-group mixture,0.020758815729601227
sales_prospecting,Sales / purchase prospecting,weaker similarity,0.7,0.0,0,"full flight, 2 EDPs",2,pairwise_maxent_direct,Direct pair + higher-order inference,0.0004204130687558133
sales_prospecting,Sales / purchase prospecting,weaker similarity,0.7,0.0,0,"full flight, 2 EDPs",2,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.012436753983622876
sales_prospecting,Sales / purchase prospecting,weaker similarity,0.7,0.0,0,"full flight, 5 EDPs",5,baseline_vid,Existing VID,0.26320029209635204
sales_prospecting,Sales / purchase prospecting,weaker similarity,0.7,0.0,0,"full flight, 5 EDPs",5,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.23162628527289517
sales_prospecting,Sales / purchase prospecting,weaker similarity,0.7,0.0,0,"full flight, 5 EDPs",5,two_group_latent_mixture,Two-group mixture,0.1400571845862436
sales_prospecting,Sales / purchase prospecting,weaker similarity,0.7,0.0,0,"full flight, 5 EDPs",5,pairwise_maxent_direct,Direct pair + higher-order inference,0.003978026371025415
sales_prospecting,Sales / purchase prospecting,weaker similarity,0.7,0.0,0,"full flight, 5 EDPs",5,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.002510814470368554
sales_prospecting,Sales / purchase prospecting,weaker similarity,0.7,0.0,0,"full flight, 10 EDPs",10,baseline_vid,Existing VID,0.3729302541409736
sales_prospecting,Sales / purchase prospecting,weaker similarity,0.7,0.0,0,"full flight, 10 EDPs",10,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.17049021643158183
sales_prospecting,Sales / purchase prospecting,weaker similarity,0.7,0.0,0,"full flight, 10 EDPs",10,two_group_latent_mixture,Two-group mixture,0.09621978031225646
sales_prospecting,Sales / purchase prospecting,weaker similarity,0.7,0.0,0,"full flight, 10 EDPs",10,pairwise_maxent_direct,Direct pair + higher-order inference,0.0659026258770513
sales_prospecting,Sales / purchase prospecting,weaker similarity,0.7,0.0,0,"full flight, 10 EDPs",10,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.02123269178555189
sales_prospecting,Sales / purchase prospecting,weaker similarity,0.7,0.0,1,"full flight, 2 EDPs",2,baseline_vid,Existing VID,0.09551103368176539
sales_prospecting,Sales / purchase prospecting,weaker similarity,0.7,0.0,1,"full flight, 2 EDPs",2,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.030431551882741447
sales_prospecting,Sales / purchase prospecting,weaker similarity,0.7,0.0,1,"full flight, 2 EDPs",2,two_group_latent_mixture,Two-group mixture,0.010540247167775388
sales_prospecting,Sales / purchase prospecting,weaker similarity,0.7,0.0,1,"full flight, 2 EDPs",2,pairwise_maxent_direct,Direct pair + higher-order inference,0.011496031881958402
sales_prospecting,Sales / purchase prospecting,weaker similarity,0.7,0.0,1,"full flight, 2 EDPs",2,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.00137970584781146
sales_prospecting,Sales / purchase prospecting,weaker similarity,0.7,0.0,1,"full flight, 5 EDPs",5,baseline_vid,Existing VID,0.26658623965318695
sales_prospecting,Sales / purchase prospecting,weaker similarity,0.7,0.0,1,"full flight, 5 EDPs",5,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.22157421010868353
sales_prospecting,Sales / purchase prospecting,weaker similarity,0.7,0.0,1,"full flight, 5 EDPs",5,two_group_latent_mixture,Two-group mixture,0.1376060916884273
sales_prospecting,Sales / purchase prospecting,weaker similarity,0.7,0.0,1,"full flight, 5 EDPs",5,pairwise_maxent_direct,Direct pair + higher-order inference,0.00804585818834981
sales_prospecting,Sales / purchase prospecting,weaker similarity,0.7,0.0,1,"full flight, 5 EDPs",5,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.00033244335408950704
sales_prospecting,Sales / purchase prospecting,weaker similarity,0.7,0.0,1,"full flight, 10 EDPs",10,baseline_vid,Existing VID,0.37431031470804443
sales_prospecting,Sales / purchase prospecting,weaker similarity,0.7,0.0,1,"full flight, 10 EDPs",10,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.16986836123215526
sales_prospecting,Sales / purchase prospecting,weaker similarity,0.7,0.0,1,"full flight, 10 EDPs",10,two_group_latent_mixture,Two-group mixture,0.10214437795726224
sales_prospecting,Sales / purchase prospecting,weaker similarity,0.7,0.0,1,"full flight, 10 EDPs",10,pairwise_maxent_direct,Direct pair + higher-order inference,0.06378415153252633
sales_prospecting,Sales / purchase prospecting,weaker similarity,0.7,0.0,1,"full flight, 10 EDPs",10,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.017630477159262616
sales_prospecting,Sales / purchase prospecting,stronger similarity,1.4,0.0,0,"full flight, 2 EDPs",2,baseline_vid,Existing VID,0.28287657259435567
sales_prospecting,Sales / purchase prospecting,stronger similarity,1.4,0.0,0,"full flight, 2 EDPs",2,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.05701524189559427
sales_prospecting,Sales / purchase prospecting,stronger similarity,1.4,0.0,0,"full flight, 2 EDPs",2,two_group_latent_mixture,Two-group mixture,0.014358314881032216
sales_prospecting,Sales / purchase prospecting,stronger similarity,1.4,0.0,0,"full flight, 2 EDPs",2,pairwise_maxent_direct,Direct pair + higher-order inference,0.03055100361713085
sales_prospecting,Sales / purchase prospecting,stronger similarity,1.4,0.0,0,"full flight, 2 EDPs",2,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.003926235248046094
sales_prospecting,Sales / purchase prospecting,stronger similarity,1.4,0.0,0,"full flight, 5 EDPs",5,baseline_vid,Existing VID,0.7505636225743836
sales_prospecting,Sales / purchase prospecting,stronger similarity,1.4,0.0,0,"full flight, 5 EDPs",5,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.4340153963297832
sales_prospecting,Sales / purchase prospecting,stronger similarity,1.4,0.0,0,"full flight, 5 EDPs",5,two_group_latent_mixture,Two-group mixture,0.34417360722850626
sales_prospecting,Sales / purchase prospecting,stronger similarity,1.4,0.0,0,"full flight, 5 EDPs",5,pairwise_maxent_direct,Direct pair + higher-order inference,0.0013963901746116103
sales_prospecting,Sales / purchase prospecting,stronger similarity,1.4,0.0,0,"full flight, 5 EDPs",5,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.025525740514299754
sales_prospecting,Sales / purchase prospecting,stronger similarity,1.4,0.0,0,"full flight, 10 EDPs",10,baseline_vid,Existing VID,1.0451902938150879
sales_prospecting,Sales / purchase prospecting,stronger similarity,1.4,0.0,0,"full flight, 10 EDPs",10,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.580527770244072
sales_prospecting,Sales / purchase prospecting,stronger similarity,1.4,0.0,0,"full flight, 10 EDPs",10,two_group_latent_mixture,Two-group mixture,0.5377358313056023
sales_prospecting,Sales / purchase prospecting,stronger similarity,1.4,0.0,0,"full flight, 10 EDPs",10,pairwise_maxent_direct,Direct pair + higher-order inference,0.1788330651309801
sales_prospecting,Sales / purchase prospecting,stronger similarity,1.4,0.0,0,"full flight, 10 EDPs",10,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.11132053084708611
sales_prospecting,Sales / purchase prospecting,stronger similarity,1.4,0.0,1,"full flight, 2 EDPs",2,baseline_vid,Existing VID,0.27077803974402154
sales_prospecting,Sales / purchase prospecting,stronger similarity,1.4,0.0,1,"full flight, 2 EDPs",2,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.06640698346122874
sales_prospecting,Sales / purchase prospecting,stronger similarity,1.4,0.0,1,"full flight, 2 EDPs",2,two_group_latent_mixture,Two-group mixture,0.026631611247401862
sales_prospecting,Sales / purchase prospecting,stronger similarity,1.4,0.0,1,"full flight, 2 EDPs",2,pairwise_maxent_direct,Direct pair + higher-order inference,0.015635942342554672
sales_prospecting,Sales / purchase prospecting,stronger similarity,1.4,0.0,1,"full flight, 2 EDPs",2,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.009261139725864375
sales_prospecting,Sales / purchase prospecting,stronger similarity,1.4,0.0,1,"full flight, 5 EDPs",5,baseline_vid,Existing VID,0.7404314469109696
sales_prospecting,Sales / purchase prospecting,stronger similarity,1.4,0.0,1,"full flight, 5 EDPs",5,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.41432761563814235
sales_prospecting,Sales / purchase prospecting,stronger similarity,1.4,0.0,1,"full flight, 5 EDPs",5,two_group_latent_mixture,Two-group mixture,0.34678774868891143
sales_prospecting,Sales / purchase prospecting,stronger similarity,1.4,0.0,1,"full flight, 5 EDPs",5,pairwise_maxent_direct,Direct pair + higher-order inference,0.010253818649167655
sales_prospecting,Sales / purchase prospecting,stronger similarity,1.4,0.0,1,"full flight, 5 EDPs",5,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.03341755767029011
sales_prospecting,Sales / purchase prospecting,stronger similarity,1.4,0.0,1,"full flight, 10 EDPs",10,baseline_vid,Existing VID,1.0380765884452963
sales_prospecting,Sales / purchase prospecting,stronger similarity,1.4,0.0,1,"full flight, 10 EDPs",10,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.5794273750176526
sales_prospecting,Sales / purchase prospecting,stronger similarity,1.4,0.0,1,"full flight, 10 EDPs",10,two_group_latent_mixture,Two-group mixture,0.545928624675233
sales_prospecting,Sales / purchase prospecting,stronger similarity,1.4,0.0,1,"full flight, 10 EDPs",10,pairwise_maxent_direct,Direct pair + higher-order inference,0.1368326912089975
sales_prospecting,Sales / purchase prospecting,stronger similarity,1.4,0.0,1,"full flight, 10 EDPs",10,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.06806692977283645
sales_prospecting,Sales / purchase prospecting,lower matchability,1.0,-0.25,0,"full flight, 2 EDPs",2,baseline_vid,Existing VID,0.15451040391676868
sales_prospecting,Sales / purchase prospecting,lower matchability,1.0,-0.25,0,"full flight, 2 EDPs",2,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.08547842410865446
sales_prospecting,Sales / purchase prospecting,lower matchability,1.0,-0.25,0,"full flight, 2 EDPs",2,two_group_latent_mixture,Two-group mixture,0.06445680316826842
sales_prospecting,Sales / purchase prospecting,lower matchability,1.0,-0.25,0,"full flight, 2 EDPs",2,pairwise_maxent_direct,Direct pair + higher-order inference,0.041165378752727896
sales_prospecting,Sales / purchase prospecting,lower matchability,1.0,-0.25,0,"full flight, 2 EDPs",2,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.05476984440377495
sales_prospecting,Sales / purchase prospecting,lower matchability,1.0,-0.25,0,"full flight, 5 EDPs",5,baseline_vid,Existing VID,0.4393777044622706
sales_prospecting,Sales / purchase prospecting,lower matchability,1.0,-0.25,0,"full flight, 5 EDPs",5,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.4120096789781677
sales_prospecting,Sales / purchase prospecting,lower matchability,1.0,-0.25,0,"full flight, 5 EDPs",5,two_group_latent_mixture,Two-group mixture,0.32760623466412936
sales_prospecting,Sales / purchase prospecting,lower matchability,1.0,-0.25,0,"full flight, 5 EDPs",5,pairwise_maxent_direct,Direct pair + higher-order inference,0.13749891560991967
sales_prospecting,Sales / purchase prospecting,lower matchability,1.0,-0.25,0,"full flight, 5 EDPs",5,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.14659422093370267
sales_prospecting,Sales / purchase prospecting,lower matchability,1.0,-0.25,0,"full flight, 10 EDPs",10,baseline_vid,Existing VID,0.6160871293326078
sales_prospecting,Sales / purchase prospecting,lower matchability,1.0,-0.25,0,"full flight, 10 EDPs",10,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.42128614620985866
sales_prospecting,Sales / purchase prospecting,lower matchability,1.0,-0.25,0,"full flight, 10 EDPs",10,two_group_latent_mixture,Two-group mixture,0.31636186269898986
sales_prospecting,Sales / purchase prospecting,lower matchability,1.0,-0.25,0,"full flight, 10 EDPs",10,pairwise_maxent_direct,Direct pair + higher-order inference,0.30341440313560575
sales_prospecting,Sales / purchase prospecting,lower matchability,1.0,-0.25,0,"full flight, 10 EDPs",10,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.2314460739908822
sales_prospecting,Sales / purchase prospecting,lower matchability,1.0,-0.25,1,"full flight, 2 EDPs",2,baseline_vid,Existing VID,0.17208449829139486
sales_prospecting,Sales / purchase prospecting,lower matchability,1.0,-0.25,1,"full flight, 2 EDPs",2,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.08967680596723324
sales_prospecting,Sales / purchase prospecting,lower matchability,1.0,-0.25,1,"full flight, 2 EDPs",2,two_group_latent_mixture,Two-group mixture,0.06671391405894793
sales_prospecting,Sales / purchase prospecting,lower matchability,1.0,-0.25,1,"full flight, 2 EDPs",2,pairwise_maxent_direct,Direct pair + higher-order inference,0.04123374348673929
sales_prospecting,Sales / purchase prospecting,lower matchability,1.0,-0.25,1,"full flight, 2 EDPs",2,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.0560139866447807
sales_prospecting,Sales / purchase prospecting,lower matchability,1.0,-0.25,1,"full flight, 5 EDPs",5,baseline_vid,Existing VID,0.4297341538164244
sales_prospecting,Sales / purchase prospecting,lower matchability,1.0,-0.25,1,"full flight, 5 EDPs",5,pair_aware_fixed_plus_shared_log,Pair-aware fixed + log,0.3990731821453902
sales_prospecting,Sales / purchase prospecting,lower matchability,1.0,-0.25,1,"full flight, 5 EDPs",5,two_group_latent_mixture,Two-group mixture,0.3167444211215398
sales_prospecting,Sales / purchase prospecting,lower matchability,1.0,-0.25,1,"full flight, 5 EDPs",5,pairwise_maxent_direct,Direct pair + higher-order inference,0.13548113649535995
sales_prospecting,Sales / purchase prospecting,lower matchability,1.0,-0.25,1,"full flight, 5 EDPs",5,pairwise_maxent_mixture,Mixture pair + higher-order inference,0.14493238416596255
sales_prospecting,Sales / purchase prospecting,lower matchability,1.0,-0.25,1,"full flight, 10 EDPs",10,baseline_vid,Existing VID,0.6119587872847941
