split,scenario,scenario_label,campaign,report,week_count,edp_count,method,method_label,truth_total,estimate_total,runtime_seconds,category,value
panel_holdout,broad_awareness_control,Broad awareness / reach,panel_holdout_broad_awareness_control_00,weeks_5_12__2_edps,8,2,provider_context_learned_demo,Provider total + contextual panel demo adjustment,82168000.0,81963556.19330253,0.00015504099428653717,demographic_population_violation,0.0
panel_holdout,broad_awareness_control,Broad awareness / reach,panel_holdout_broad_awareness_control_00,weeks_5_12__2_edps,8,2,oracle_total_proportional,Oracle total + proportional demos,82168000.0,82168000.0,0.0,total_error,0.0
panel_holdout,broad_awareness_control,Broad awareness / reach,panel_holdout_broad_awareness_control_00,weeks_5_12__2_edps,8,2,oracle_total_proportional,Oracle total + proportional demos,82168000.0,82168000.0,0.0,demographic_reach_error,0.0560514978276371
panel_holdout,broad_awareness_control,Broad awareness / reach,panel_holdout_broad_awareness_control_00,weeks_5_12__2_edps,8,2,oracle_total_proportional,Oracle total + proportional demos,82168000.0,82168000.0,0.0,demographic_distribution_error,0.02802574891381855
panel_holdout,broad_awareness_control,Broad awareness / reach,panel_holdout_broad_awareness_control_00,weeks_5_12__2_edps,8,2,oracle_total_proportional,Oracle total + proportional demos,82168000.0,82168000.0,0.0,demographic_sum_error,1.8134993177207253e-16
panel_holdout,broad_awareness_control,Broad awareness / reach,panel_holdout_broad_awareness_control_00,weeks_5_12__2_edps,8,2,oracle_total_proportional,Oracle total + proportional demos,82168000.0,82168000.0,0.0,demographic_population_violation,0.0
panel_holdout,broad_awareness_control,Broad awareness / reach,panel_holdout_broad_awareness_control_00,weeks_5_12__2_edps,8,2,oracle_total_learned_demo,Oracle total + contextual panel demos,82168000.0,82168000.0,0.0,total_error,0.0
panel_holdout,broad_awareness_control,Broad awareness / reach,panel_holdout_broad_awareness_control_00,weeks_5_12__2_edps,8,2,oracle_total_learned_demo,Oracle total + contextual panel demos,82168000.0,82168000.0,0.0,demographic_reach_error,0.01828632192720194
panel_holdout,broad_awareness_control,Broad awareness / reach,panel_holdout_broad_awareness_control_00,weeks_5_12__2_edps,8,2,oracle_total_learned_demo,Oracle total + contextual panel demos,82168000.0,82168000.0,0.0,demographic_distribution_error,0.009143160963600967
panel_holdout,broad_awareness_control,Broad awareness / reach,panel_holdout_broad_awareness_control_00,weeks_5_12__2_edps,8,2,oracle_total_learned_demo,Oracle total + contextual panel demos,82168000.0,82168000.0,0.0,demographic_sum_error,0.0
panel_holdout,broad_awareness_control,Broad awareness / reach,panel_holdout_broad_awareness_control_00,weeks_5_12__2_edps,8,2,oracle_total_learned_demo,Oracle total + contextual panel demos,82168000.0,82168000.0,0.0,demographic_population_violation,0.0
panel_holdout,broad_awareness_control,Broad awareness / reach,panel_holdout_broad_awareness_control_00,all_weeks__2_edps,13,2,existing_vid,Existing VID,97976000.0,98226025.33333334,0.0,total_error,0.002551903867613939
panel_holdout,broad_awareness_control,Broad awareness / reach,panel_holdout_broad_awareness_control_00,all_weeks__2_edps,13,2,existing_vid,Existing VID,97976000.0,98226025.33333334,0.0,demographic_reach_error,0.05610906693225496
panel_holdout,broad_awareness_control,Broad awareness / reach,panel_holdout_broad_awareness_control_00,all_weeks__2_edps,13,2,existing_vid,Existing VID,97976000.0,98226025.33333334,0.0,demographic_distribution_error,0.028249261483203888
panel_holdout,broad_awareness_control,Broad awareness / reach,panel_holdout_broad_awareness_control_00,all_weeks__2_edps,13,2,existing_vid,Existing VID,97976000.0,98226025.33333334,0.0,demographic_sum_error,0.0
panel_holdout,broad_awareness_control,Broad awareness / reach,panel_holdout_broad_awareness_control_00,all_weeks__2_edps,13,2,existing_vid,Existing VID,97976000.0,98226025.33333334,0.0,demographic_population_violation,0.0
panel_holdout,broad_awareness_control,Broad awareness / reach,panel_holdout_broad_awareness_control_00,all_weeks__2_edps,13,2,direct_pair_proportional,Direct pair inference + proportional demos,97976000.0,99332871.57882763,0.0007507080445066094,total_error,0.01384901995210699
panel_holdout,broad_awareness_control,Broad awareness / reach,panel_holdout_broad_awareness_control_00,all_weeks__2_edps,13,2,direct_pair_proportional,Direct pair inference + proportional demos,97976000.0,99332871.57882763,0.0007507080445066094,demographic_reach_error,0.0543849698440114
panel_holdout,broad_awareness_control,Broad awareness / reach,panel_holdout_broad_awareness_control_00,all_weeks__2_edps,13,2,direct_pair_proportional,Direct pair inference + proportional demos,97976000.0,99332871.57882763,0.0007507080445066094,demographic_distribution_error,0.028249261483203895
panel_holdout,broad_awareness_control,Broad awareness / reach,panel_holdout_broad_awareness_control_00,all_weeks__2_edps,13,2,direct_pair_proportional,Direct pair inference + proportional demos,97976000.0,99332871.57882763,0.0007507080445066094,demographic_sum_error,0.0
panel_holdout,broad_awareness_control,Broad awareness / reach,panel_holdout_broad_awareness_control_00,all_weeks__2_edps,13,2,direct_pair_proportional,Direct pair inference + proportional demos,97976000.0,99332871.57882763,0.0007507080445066094,demographic_population_violation,0.0
panel_holdout,broad_awareness_control,Broad awareness / reach,panel_holdout_broad_awareness_control_00,all_weeks__2_edps,13,2,mixture_pair_proportional,Mixture pair inference + proportional demos,97976000.0,104122292.95041646,0.0007446670206263661,total_error,0.06273263809929433
panel_holdout,broad_awareness_control,Broad awareness / reach,panel_holdout_broad_awareness_control_00,all_weeks__2_edps,13,2,mixture_pair_proportional,Mixture pair inference + proportional demos,97976000.0,104122292.95041646,0.0007446670206263661,demographic_reach_error,0.06934710052769956
panel_holdout,broad_awareness_control,Broad awareness / reach,panel_holdout_broad_awareness_control_00,all_weeks__2_edps,13,2,mixture_pair_proportional,Mixture pair inference + proportional demos,97976000.0,104122292.95041646,0.0007446670206263661,demographic_distribution_error,0.02824853826150797
panel_holdout,broad_awareness_control,Broad awareness / reach,panel_holdout_broad_awareness_control_00,all_weeks__2_edps,13,2,mixture_pair_proportional,Mixture pair inference + proportional demos,97976000.0,104122292.95041646,0.0007446670206263661,demographic_sum_error,0.0
panel_holdout,broad_awareness_control,Broad awareness / reach,panel_holdout_broad_awareness_control_00,all_weeks__2_edps,13,2,mixture_pair_proportional,Mixture pair inference + proportional demos,97976000.0,104122292.95041646,0.0007446670206263661,demographic_population_violation,0.0
panel_holdout,broad_awareness_control,Broad awareness / reach,panel_holdout_broad_awareness_control_00,all_weeks__2_edps,13,2,provider_reference_proportional,"Provider total, Reference-ID inputs only + proportional demos",97976000.0,97112884.74777472,0.0001289169304072857,total_error,0.008809455909868537
panel_holdout,broad_awareness_control,Broad awareness / reach,panel_holdout_broad_awareness_control_00,all_weeks__2_edps,13,2,provider_reference_proportional,"Provider total, Reference-ID inputs only + proportional demos",97976000.0,97112884.74777472,0.0001289169304072857,demographic_reach_error,0.058143711519237806
panel_holdout,broad_awareness_control,Broad awareness / reach,panel_holdout_broad_awareness_control_00,all_weeks__2_edps,13,2,provider_reference_proportional,"Provider total, Reference-ID inputs only + proportional demos",97976000.0,97112884.74777472,0.0001289169304072857,demographic_distribution_error,0.0282492614832039
panel_holdout,broad_awareness_control,Broad awareness / reach,panel_holdout_broad_awareness_control_00,all_weeks__2_edps,13,2,provider_reference_proportional,"Provider total, Reference-ID inputs only + proportional demos",97976000.0,97112884.74777472,0.0001289169304072857,demographic_sum_error,1.5344164919567077e-16
panel_holdout,broad_awareness_control,Broad awareness / reach,panel_holdout_broad_awareness_control_00,all_weeks__2_edps,13,2,provider_reference_proportional,"Provider total, Reference-ID inputs only + proportional demos",97976000.0,97112884.74777472,0.0001289169304072857,demographic_population_violation,0.0
panel_holdout,broad_awareness_control,Broad awareness / reach,panel_holdout_broad_awareness_control_00,all_weeks__2_edps,13,2,provider_context_proportional,Provider total with context + proportional demos,97976000.0,96492516.14069714,0.00016666704323142767,total_error,0.015141298474145337
