campaign_id,scenario,method,report,report_type,edp_count,week_count,truth_union,estimated_union,union_relative_error
venn_advantage_audience_expansion,advantage_audience_expansion,daily_full_venn,noncontiguous__2_edps,noncontiguous,2,6,6389,8244,0.29034277664736263
venn_advantage_audience_expansion,advantage_audience_expansion,cumulative_full_venn_recent,weeks_1_3__2_edps,prefix,2,3,4593,4593,0.0
venn_advantage_audience_expansion,advantage_audience_expansion,cumulative_full_venn_recent,weeks_1_12__2_edps,prefix,2,12,8320,8320,0.0
venn_advantage_audience_expansion,advantage_audience_expansion,cumulative_full_venn_recent,weeks_5_12__2_edps,interval,2,8,5199,5107,0.01769571071359877
venn_advantage_audience_expansion,advantage_audience_expansion,cumulative_full_venn_recent,weeks_1_3__5_edps,prefix,5,3,7217,7217,0.0
venn_advantage_audience_expansion,advantage_audience_expansion,cumulative_full_venn_recent,weeks_1_12__5_edps,prefix,5,12,11742,11742,0.0
venn_advantage_audience_expansion,advantage_audience_expansion,cumulative_full_venn_recent,weeks_7_13__5_edps,interval,5,7,8872,8303,0.06413435527502254
venn_advantage_audience_expansion,advantage_audience_expansion,cumulative_full_venn_recent,all_weeks__5_edps,prefix,5,13,12088,12088,0.0
venn_advantage_audience_expansion,advantage_audience_expansion,cumulative_full_venn_recent,noncontiguous__5_edps,noncontiguous,5,6,9204,8373,0.09028683181225554
venn_advantage_audience_expansion,advantage_audience_expansion,cumulative_full_venn_recent,weeks_1_3__10_edps,prefix,10,3,8115,8115,0.0
venn_advantage_audience_expansion,advantage_audience_expansion,cumulative_full_venn_recent,weeks_1_12__10_edps,prefix,10,12,12861,12861,0.0
venn_advantage_audience_expansion,advantage_audience_expansion,cumulative_full_venn_recent,all_weeks__10_edps,prefix,10,13,13152,13152,0.0
venn_advantage_audience_expansion,advantage_audience_expansion,cumulative_full_venn_recent,weeks_5_12__10_edps,interval,10,8,11097,10021,0.09696314319185366
venn_advantage_audience_expansion,advantage_audience_expansion,cumulative_full_venn_recent,weeks_7_13__10_edps,interval,10,7,10749,9829,0.08558935714950228
venn_advantage_audience_expansion,advantage_audience_expansion,cumulative_full_venn_recent,noncontiguous__10_edps,noncontiguous,10,6,10557,9550,0.09538694704935115
venn_advantage_audience_expansion,advantage_audience_expansion,cumulative_full_venn_recent,noncontiguous__2_edps,noncontiguous,2,6,6389,6133,0.04006886836750665
venn_advantage_audience_expansion,advantage_audience_expansion,cumulative_full_venn_oldest,weeks_1_3__2_edps,prefix,2,3,4593,4593,0.0
venn_advantage_audience_expansion,advantage_audience_expansion,cumulative_full_venn_oldest,weeks_1_12__2_edps,prefix,2,12,8320,8320,0.0
venn_advantage_audience_expansion,advantage_audience_expansion,cumulative_full_venn_oldest,weeks_5_12__2_edps,interval,2,8,5199,4906,0.056356991729178685
venn_advantage_audience_expansion,advantage_audience_expansion,cumulative_full_venn_oldest,weeks_1_3__5_edps,prefix,5,3,7217,7217,0.0
venn_advantage_audience_expansion,advantage_audience_expansion,cumulative_full_venn_oldest,weeks_1_12__5_edps,prefix,5,12,11742,11742,0.0
venn_advantage_audience_expansion,advantage_audience_expansion,cumulative_full_venn_oldest,weeks_7_13__5_edps,interval,5,7,8872,7936,0.1055004508566276
venn_advantage_audience_expansion,advantage_audience_expansion,cumulative_full_venn_oldest,all_weeks__5_edps,prefix,5,13,12088,12088,0.0
venn_advantage_audience_expansion,advantage_audience_expansion,cumulative_full_venn_oldest,noncontiguous__5_edps,noncontiguous,5,6,9204,9145,0.00641025641025641
venn_advantage_audience_expansion,advantage_audience_expansion,cumulative_full_venn_oldest,weeks_1_3__10_edps,prefix,10,3,8115,8115,0.0
venn_advantage_audience_expansion,advantage_audience_expansion,cumulative_full_venn_oldest,weeks_1_12__10_edps,prefix,10,12,12861,12861,0.0
venn_advantage_audience_expansion,advantage_audience_expansion,cumulative_full_venn_oldest,all_weeks__10_edps,prefix,10,13,13152,13152,0.0
venn_advantage_audience_expansion,advantage_audience_expansion,cumulative_full_venn_oldest,weeks_5_12__10_edps,interval,10,8,11097,9421,0.151031810399207
venn_advantage_audience_expansion,advantage_audience_expansion,cumulative_full_venn_oldest,weeks_7_13__10_edps,interval,10,7,10749,9431,0.12261605730765653
venn_advantage_audience_expansion,advantage_audience_expansion,cumulative_full_venn_oldest,noncontiguous__10_edps,noncontiguous,10,6,10557,10673,0.010987970067253956
venn_advantage_audience_expansion,advantage_audience_expansion,cumulative_full_venn_oldest,noncontiguous__2_edps,noncontiguous,2,6,6389,6428,0.0061042416653623414
venn_app_activity_retargeting,app_activity_retargeting,daily_full_venn,weeks_1_3__2_edps,prefix,2,3,141,145,0.028368794326241134
venn_app_activity_retargeting,app_activity_retargeting,daily_full_venn,weeks_1_12__2_edps,prefix,2,12,2205,3408,0.545578231292517
venn_app_activity_retargeting,app_activity_retargeting,daily_full_venn,weeks_5_12__2_edps,interval,2,8,2144,3204,0.4944029850746269
venn_app_activity_retargeting,app_activity_retargeting,daily_full_venn,weeks_1_3__5_edps,prefix,5,3,767,833,0.08604954367666232
venn_app_activity_retargeting,app_activity_retargeting,daily_full_venn,weeks_1_12__5_edps,prefix,5,12,2836,7432,1.620592383638928
venn_app_activity_retargeting,app_activity_retargeting,daily_full_venn,weeks_7_13__5_edps,interval,5,7,2698,5863,1.1730911786508524
venn_app_activity_retargeting,app_activity_retargeting,daily_full_venn,all_weeks__5_edps,prefix,5,13,2924,8226,1.8132694938440492
venn_app_activity_retargeting,app_activity_retargeting,daily_full_venn,noncontiguous__5_edps,noncontiguous,5,6,2110,3412,0.6170616113744076
venn_app_activity_retargeting,app_activity_retargeting,daily_full_venn,weeks_1_3__10_edps,prefix,10,3,1301,1809,0.39046887009992315
venn_app_activity_retargeting,app_activity_retargeting,daily_full_venn,weeks_1_12__10_edps,prefix,10,12,2956,10156,2.435723951285521
venn_app_activity_retargeting,app_activity_retargeting,daily_full_venn,all_weeks__10_edps,prefix,10,13,3031,11049,2.6453315737380403
venn_app_activity_retargeting,app_activity_retargeting,daily_full_venn,weeks_5_12__10_edps,interval,10,8,2830,7567,1.6738515901060071
venn_app_activity_retargeting,app_activity_retargeting,daily_full_venn,weeks_7_13__10_edps,interval,10,7,2788,6878,1.4670014347202296
venn_app_activity_retargeting,app_activity_retargeting,daily_full_venn,noncontiguous__10_edps,noncontiguous,10,6,2303,4733,1.0551454624402952
venn_app_activity_retargeting,app_activity_retargeting,daily_full_venn,noncontiguous__2_edps,noncontiguous,2,6,1353,1627,0.2025129342202513
venn_app_activity_retargeting,app_activity_retargeting,cumulative_full_venn_recent,weeks_1_3__2_edps,prefix,2,3,141,141,0.0
venn_app_activity_retargeting,app_activity_retargeting,cumulative_full_venn_recent,weeks_1_12__2_edps,prefix,2,12,2205,2205,0.0
venn_app_activity_retargeting,app_activity_retargeting,cumulative_full_venn_recent,weeks_5_12__2_edps,interval,2,8,2144,2166,0.010261194029850746
venn_app_activity_retargeting,app_activity_retargeting,cumulative_full_venn_recent,weeks_1_3__5_edps,prefix,5,3,767,767,0.0
venn_app_activity_retargeting,app_activity_retargeting,cumulative_full_venn_recent,weeks_1_12__5_edps,prefix,5,12,2836,2836,0.0
venn_app_activity_retargeting,app_activity_retargeting,cumulative_full_venn_recent,weeks_7_13__5_edps,interval,5,7,2698,2656,0.015567086730911787
venn_app_activity_retargeting,app_activity_retargeting,cumulative_full_venn_recent,all_weeks__5_edps,prefix,5,13,2924,2924,0.0
venn_app_activity_retargeting,app_activity_retargeting,cumulative_full_venn_recent,noncontiguous__5_edps,noncontiguous,5,6,2110,1946,0.07772511848341232
venn_app_activity_retargeting,app_activity_retargeting,cumulative_full_venn_recent,weeks_1_3__10_edps,prefix,10,3,1301,1301,0.0
venn_app_activity_retargeting,app_activity_retargeting,cumulative_full_venn_recent,weeks_1_12__10_edps,prefix,10,12,2956,2956,0.0
venn_app_activity_retargeting,app_activity_retargeting,cumulative_full_venn_recent,all_weeks__10_edps,prefix,10,13,3031,3031,0.0
venn_app_activity_retargeting,app_activity_retargeting,cumulative_full_venn_recent,weeks_5_12__10_edps,interval,10,8,2830,2834,0.0014134275618374558
venn_app_activity_retargeting,app_activity_retargeting,cumulative_full_venn_recent,weeks_7_13__10_edps,interval,10,7,2788,2739,0.01757532281205165
venn_app_activity_retargeting,app_activity_retargeting,cumulative_full_venn_recent,noncontiguous__10_edps,noncontiguous,10,6,2303,2133,0.07381676074685194
venn_app_activity_retargeting,app_activity_retargeting,cumulative_full_venn_recent,noncontiguous__2_edps,noncontiguous,2,6,1353,1325,0.020694752402069475
venn_app_activity_retargeting,app_activity_retargeting,cumulative_full_venn_oldest,weeks_1_3__2_edps,prefix,2,3,141,141,0.0
venn_app_activity_retargeting,app_activity_retargeting,cumulative_full_venn_oldest,weeks_1_12__2_edps,prefix,2,12,2205,2205,0.0
venn_app_activity_retargeting,app_activity_retargeting,cumulative_full_venn_oldest,weeks_5_12__2_edps,interval,2,8,2144,2133,0.005130597014925373
venn_app_activity_retargeting,app_activity_retargeting,cumulative_full_venn_oldest,weeks_1_3__5_edps,prefix,5,3,767,767,0.0
venn_app_activity_retargeting,app_activity_retargeting,cumulative_full_venn_oldest,weeks_1_12__5_edps,prefix,5,12,2836,2836,0.0
venn_app_activity_retargeting,app_activity_retargeting,cumulative_full_venn_oldest,weeks_7_13__5_edps,interval,5,7,2698,2572,0.04670126019273536
venn_app_activity_retargeting,app_activity_retargeting,cumulative_full_venn_oldest,all_weeks__5_edps,prefix,5,13,2924,2924,0.0
venn_app_activity_retargeting,app_activity_retargeting,cumulative_full_venn_oldest,noncontiguous__5_edps,noncontiguous,5,6,2110,2030,0.037914691943127965
venn_app_activity_retargeting,app_activity_retargeting,cumulative_full_venn_oldest,weeks_1_3__10_edps,prefix,10,3,1301,1301,0.0
venn_app_activity_retargeting,app_activity_retargeting,cumulative_full_venn_oldest,weeks_1_12__10_edps,prefix,10,12,2956,2956,0.0
venn_app_activity_retargeting,app_activity_retargeting,cumulative_full_venn_oldest,all_weeks__10_edps,prefix,10,13,3031,3031,0.0
venn_app_activity_retargeting,app_activity_retargeting,cumulative_full_venn_oldest,weeks_5_12__10_edps,interval,10,8,2830,2728,0.03604240282685512
venn_app_activity_retargeting,app_activity_retargeting,cumulative_full_venn_oldest,weeks_7_13__10_edps,interval,10,7,2788,2632,0.05595408895265423
venn_app_activity_retargeting,app_activity_retargeting,cumulative_full_venn_oldest,noncontiguous__10_edps,noncontiguous,10,6,2303,2275,0.0121580547112462
venn_app_activity_retargeting,app_activity_retargeting,cumulative_full_venn_oldest,noncontiguous__2_edps,noncontiguous,2,6,1353,1327,0.019216555801921657
venn_unrelated_niche_control,unrelated_niche_control,daily_full_venn,weeks_1_3__2_edps,prefix,2,3,463,482,0.04103671706263499
venn_unrelated_niche_control,unrelated_niche_control,daily_full_venn,weeks_1_12__2_edps,prefix,2,12,3067,3928,0.2807303553961526
venn_unrelated_niche_control,unrelated_niche_control,daily_full_venn,weeks_5_12__2_edps,interval,2,8,2451,2973,0.21297429620563035
venn_unrelated_niche_control,unrelated_niche_control,daily_full_venn,weeks_1_3__5_edps,prefix,5,3,939,986,0.05005324813631523
venn_unrelated_niche_control,unrelated_niche_control,daily_full_venn,weeks_1_12__5_edps,prefix,5,12,5107,7899,0.5467006070099862
venn_unrelated_niche_control,unrelated_niche_control,daily_full_venn,weeks_7_13__5_edps,interval,5,7,3713,5041,0.35766226770805276
venn_unrelated_niche_control,unrelated_niche_control,daily_full_venn,all_weeks__5_edps,prefix,5,13,5350,8484,0.5857943925233645
venn_unrelated_niche_control,unrelated_niche_control,daily_full_venn,noncontiguous__5_edps,noncontiguous,5,6,2984,3569,0.1960455764075067
venn_unrelated_niche_control,unrelated_niche_control,daily_full_venn,weeks_1_3__10_edps,prefix,10,3,1350,1465,0.08518518518518518
venn_unrelated_niche_control,unrelated_niche_control,daily_full_venn,weeks_1_12__10_edps,prefix,10,12,5440,10927,1.0086397058823529
venn_unrelated_niche_control,unrelated_niche_control,daily_full_venn,all_weeks__10_edps,prefix,10,13,5603,12015,1.1443869355702303
venn_unrelated_niche_control,unrelated_niche_control,daily_full_venn,weeks_5_12__10_edps,interval,10,8,4922,8653,0.7580251930109712
venn_unrelated_niche_control,unrelated_niche_control,daily_full_venn,weeks_7_13__10_edps,interval,10,7,4544,7611,0.674955985915493
venn_unrelated_niche_control,unrelated_niche_control,daily_full_venn,noncontiguous__10_edps,noncontiguous,10,6,3736,5308,0.4207708779443255
venn_unrelated_niche_control,unrelated_niche_control,daily_full_venn,noncontiguous__2_edps,noncontiguous,2,6,1448,1638,0.13121546961325967
venn_unrelated_niche_control,unrelated_niche_control,cumulative_full_venn_recent,weeks_1_3__2_edps,prefix,2,3,463,463,0.0
venn_unrelated_niche_control,unrelated_niche_control,cumulative_full_venn_recent,weeks_1_12__2_edps,prefix,2,12,3067,3067,0.0
venn_unrelated_niche_control,unrelated_niche_control,cumulative_full_venn_recent,weeks_5_12__2_edps,interval,2,8,2451,2451,0.0
venn_unrelated_niche_control,unrelated_niche_control,cumulative_full_venn_recent,weeks_1_3__5_edps,prefix,5,3,939,939,0.0
venn_unrelated_niche_control,unrelated_niche_control,cumulative_full_venn_recent,weeks_1_12__5_edps,prefix,5,12,5107,5107,0.0
venn_unrelated_niche_control,unrelated_niche_control,cumulative_full_venn_recent,weeks_7_13__5_edps,interval,5,7,3713,3575,0.03716671155399946
venn_unrelated_niche_control,unrelated_niche_control,cumulative_full_venn_recent,all_weeks__5_edps,prefix,5,13,5350,5350,0.0
venn_unrelated_niche_control,unrelated_niche_control,cumulative_full_venn_recent,noncontiguous__5_edps,noncontiguous,5,6,2984,2980,0.0013404825737265416
venn_unrelated_niche_control,unrelated_niche_control,cumulative_full_venn_recent,weeks_1_3__10_edps,prefix,10,3,1350,1350,0.0
venn_unrelated_niche_control,unrelated_niche_control,cumulative_full_venn_recent,weeks_1_12__10_edps,prefix,10,12,5440,5440,0.0
venn_unrelated_niche_control,unrelated_niche_control,cumulative_full_venn_recent,all_weeks__10_edps,prefix,10,13,5603,5603,0.0
venn_unrelated_niche_control,unrelated_niche_control,cumulative_full_venn_recent,weeks_5_12__10_edps,interval,10,8,4922,4852,0.014221861032100772
venn_unrelated_niche_control,unrelated_niche_control,cumulative_full_venn_recent,weeks_7_13__10_edps,interval,10,7,4544,4199,0.07592429577464789
venn_unrelated_niche_control,unrelated_niche_control,cumulative_full_venn_recent,noncontiguous__10_edps,noncontiguous,10,6,3736,3494,0.06477516059957174
venn_unrelated_niche_control,unrelated_niche_control,cumulative_full_venn_recent,noncontiguous__2_edps,noncontiguous,2,6,1448,1448,0.0
venn_unrelated_niche_control,unrelated_niche_control,cumulative_full_venn_oldest,weeks_1_3__2_edps,prefix,2,3,463,463,0.0
venn_unrelated_niche_control,unrelated_niche_control,cumulative_full_venn_oldest,weeks_1_12__2_edps,prefix,2,12,3067,3067,0.0
venn_unrelated_niche_control,unrelated_niche_control,cumulative_full_venn_oldest,weeks_5_12__2_edps,interval,2,8,2451,2451,0.0
venn_unrelated_niche_control,unrelated_niche_control,cumulative_full_venn_oldest,weeks_1_3__5_edps,prefix,5,3,939,939,0.0
venn_unrelated_niche_control,unrelated_niche_control,cumulative_full_venn_oldest,weeks_1_12__5_edps,prefix,5,12,5107,5107,0.0
venn_unrelated_niche_control,unrelated_niche_control,cumulative_full_venn_oldest,weeks_7_13__5_edps,interval,5,7,3713,3493,0.059251279288984646
venn_unrelated_niche_control,unrelated_niche_control,cumulative_full_venn_oldest,all_weeks__5_edps,prefix,5,13,5350,5350,0.0
venn_unrelated_niche_control,unrelated_niche_control,cumulative_full_venn_oldest,noncontiguous__5_edps,noncontiguous,5,6,2984,3026,0.014075067024128687
venn_unrelated_niche_control,unrelated_niche_control,cumulative_full_venn_oldest,weeks_1_3__10_edps,prefix,10,3,1350,1350,0.0
venn_unrelated_niche_control,unrelated_niche_control,cumulative_full_venn_oldest,weeks_1_12__10_edps,prefix,10,12,5440,5440,0.0
venn_unrelated_niche_control,unrelated_niche_control,cumulative_full_venn_oldest,all_weeks__10_edps,prefix,10,13,5603,5603,0.0
venn_unrelated_niche_control,unrelated_niche_control,cumulative_full_venn_oldest,weeks_5_12__10_edps,interval,10,8,4922,4365,0.113165379926859
venn_unrelated_niche_control,unrelated_niche_control,cumulative_full_venn_oldest,weeks_7_13__10_edps,interval,10,7,4544,4036,0.11179577464788733
venn_unrelated_niche_control,unrelated_niche_control,cumulative_full_venn_oldest,noncontiguous__10_edps,noncontiguous,10,6,3736,3638,0.026231263383297645
venn_unrelated_niche_control,unrelated_niche_control,cumulative_full_venn_oldest,noncontiguous__2_edps,noncontiguous,2,6,1448,1448,0.0
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,daily_full_venn,weeks_1_3__2_edps,prefix,2,3,1167,1224,0.04884318766066838
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,daily_full_venn,weeks_1_12__2_edps,prefix,2,12,8834,12156,0.3760470907856011
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,daily_full_venn,weeks_5_12__2_edps,interval,2,8,8135,10454,0.28506453595574677
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,daily_full_venn,weeks_1_3__5_edps,prefix,5,3,6039,6802,0.12634542142738864
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,daily_full_venn,weeks_1_12__5_edps,prefix,5,12,13020,24252,0.8626728110599078
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,daily_full_venn,weeks_7_13__5_edps,interval,5,7,9879,13867,0.40368458345986435
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,daily_full_venn,all_weeks__5_edps,prefix,5,13,13404,26064,0.9444941808415398
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,daily_full_venn,noncontiguous__5_edps,noncontiguous,5,6,8907,12032,0.3508476479173684
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,daily_full_venn,weeks_1_3__10_edps,prefix,10,3,7087,8383,0.18287004374206292
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,daily_full_venn,weeks_1_12__10_edps,prefix,10,12,15771,40455,1.5651512269355146
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,daily_full_venn,all_weeks__10_edps,prefix,10,13,16006,43609,1.7245407972010496
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,daily_full_venn,weeks_5_12__10_edps,interval,10,8,14441,29185,1.0209819264593865
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,daily_full_venn,weeks_7_13__10_edps,interval,10,7,14194,26951,0.8987600394532901
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,daily_full_venn,noncontiguous__10_edps,noncontiguous,10,6,11982,19441,0.6225171089968285
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,daily_full_venn,noncontiguous__2_edps,noncontiguous,2,6,4858,5570,0.146562371346233
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,cumulative_full_venn_recent,weeks_1_3__2_edps,prefix,2,3,1167,1167,0.0
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,cumulative_full_venn_recent,weeks_1_12__2_edps,prefix,2,12,8834,8834,0.0
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,cumulative_full_venn_recent,weeks_5_12__2_edps,interval,2,8,8135,8144,0.0011063306699446835
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,cumulative_full_venn_recent,weeks_1_3__5_edps,prefix,5,3,6039,6039,0.0
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,cumulative_full_venn_recent,weeks_1_12__5_edps,prefix,5,12,13020,13020,0.0
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,cumulative_full_venn_recent,weeks_7_13__5_edps,interval,5,7,9879,9701,0.018018018018018018
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,cumulative_full_venn_recent,all_weeks__5_edps,prefix,5,13,13404,13404,0.0
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,cumulative_full_venn_recent,noncontiguous__5_edps,noncontiguous,5,6,8907,8411,0.055686538677444705
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,cumulative_full_venn_recent,weeks_1_3__10_edps,prefix,10,3,7087,7087,0.0
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,cumulative_full_venn_recent,weeks_1_12__10_edps,prefix,10,12,15771,15771,0.0
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,cumulative_full_venn_recent,all_weeks__10_edps,prefix,10,13,16006,16006,0.0
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,cumulative_full_venn_recent,weeks_5_12__10_edps,interval,10,8,14441,14235,0.014264940101101032
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,cumulative_full_venn_recent,weeks_7_13__10_edps,interval,10,7,14194,13783,0.028955896857827252
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,cumulative_full_venn_recent,noncontiguous__10_edps,noncontiguous,10,6,11982,10688,0.10799532632281755
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,cumulative_full_venn_recent,noncontiguous__2_edps,noncontiguous,2,6,4858,4684,0.03581720872787155
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,cumulative_full_venn_oldest,weeks_1_3__2_edps,prefix,2,3,1167,1167,0.0
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,cumulative_full_venn_oldest,weeks_1_12__2_edps,prefix,2,12,8834,8834,0.0
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,cumulative_full_venn_oldest,weeks_5_12__2_edps,interval,2,8,8135,7952,0.02249539028887523
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,cumulative_full_venn_oldest,weeks_1_3__5_edps,prefix,5,3,6039,6039,0.0
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,cumulative_full_venn_oldest,weeks_1_12__5_edps,prefix,5,12,13020,13020,0.0
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,cumulative_full_venn_oldest,weeks_7_13__5_edps,interval,5,7,9879,9418,0.046664642170260145
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,cumulative_full_venn_oldest,all_weeks__5_edps,prefix,5,13,13404,13404,0.0
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,cumulative_full_venn_oldest,noncontiguous__5_edps,noncontiguous,5,6,8907,8710,0.0221174357247109
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,cumulative_full_venn_oldest,weeks_1_3__10_edps,prefix,10,3,7087,7087,0.0
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,cumulative_full_venn_oldest,weeks_1_12__10_edps,prefix,10,12,15771,15771,0.0
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,cumulative_full_venn_oldest,all_weeks__10_edps,prefix,10,13,16006,16006,0.0
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,cumulative_full_venn_oldest,weeks_5_12__10_edps,interval,10,8,14441,13649,0.054843847378990375
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,cumulative_full_venn_oldest,weeks_7_13__10_edps,interval,10,7,14194,13327,0.06108214738621953
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,cumulative_full_venn_oldest,noncontiguous__10_edps,noncontiguous,10,6,11982,11430,0.04606910365548322
venn_mixed_funnel_portfolio,mixed_funnel_portfolio,cumulative_full_venn_oldest,noncontiguous__2_edps,noncontiguous,2,6,4858,4758,0.02058460271716756
venn_linkage_shift_-1.0,linkage_shift_-1.0,daily_full_venn,weeks_1_3__2_edps,prefix,2,3,720,768,0.06666666666666667
venn_linkage_shift_-1.0,linkage_shift_-1.0,daily_full_venn,weeks_1_12__2_edps,prefix,2,12,4056,7385,0.8207593688362919
venn_linkage_shift_-1.0,linkage_shift_-1.0,daily_full_venn,weeks_5_12__2_edps,interval,2,8,3724,5961,0.6006981740064447
venn_linkage_shift_-1.0,linkage_shift_-1.0,daily_full_venn,weeks_1_3__5_edps,prefix,5,3,2493,3315,0.3297232250300842
venn_linkage_shift_-1.0,linkage_shift_-1.0,daily_full_venn,weeks_1_12__5_edps,prefix,5,12,4809,14470,2.008941567893533
venn_linkage_shift_-1.0,linkage_shift_-1.0,daily_full_venn,weeks_7_13__5_edps,interval,5,7,3946,7789,0.9738976178408515
venn_linkage_shift_-1.0,linkage_shift_-1.0,daily_full_venn,all_weeks__5_edps,prefix,5,13,4846,15264,2.149814279818407
venn_linkage_shift_-1.0,linkage_shift_-1.0,daily_full_venn,noncontiguous__5_edps,noncontiguous,5,6,3659,6587,0.8002186389723969
venn_linkage_shift_-1.0,linkage_shift_-1.0,daily_full_venn,weeks_1_3__10_edps,prefix,10,3,2963,4586,0.5477556530543368
venn_linkage_shift_-1.0,linkage_shift_-1.0,daily_full_venn,weeks_1_12__10_edps,prefix,10,12,4921,18595,2.778703515545621
venn_linkage_shift_-1.0,linkage_shift_-1.0,daily_full_venn,all_weeks__10_edps,prefix,10,13,4953,19578,2.952755905511811
venn_linkage_shift_-1.0,linkage_shift_-1.0,daily_full_venn,weeks_5_12__10_edps,interval,10,8,4550,12426,1.730989010989011
venn_linkage_shift_-1.0,linkage_shift_-1.0,daily_full_venn,weeks_7_13__10_edps,interval,10,7,4077,9606,1.3561442236938925
venn_linkage_shift_-1.0,linkage_shift_-1.0,daily_full_venn,noncontiguous__10_edps,noncontiguous,10,6,3911,8646,1.2106878036307849
venn_linkage_shift_-1.0,linkage_shift_-1.0,daily_full_venn,noncontiguous__2_edps,noncontiguous,2,6,2470,3118,0.2623481781376518
venn_linkage_shift_-1.0,linkage_shift_-1.0,cumulative_full_venn_recent,weeks_1_3__2_edps,prefix,2,3,720,720,0.0
venn_linkage_shift_-1.0,linkage_shift_-1.0,cumulative_full_venn_recent,weeks_1_12__2_edps,prefix,2,12,4056,4056,0.0
venn_linkage_shift_-1.0,linkage_shift_-1.0,cumulative_full_venn_recent,weeks_5_12__2_edps,interval,2,8,3724,3705,0.00510204081632653
venn_linkage_shift_-1.0,linkage_shift_-1.0,cumulative_full_venn_recent,weeks_1_3__5_edps,prefix,5,3,2493,2493,0.0
venn_linkage_shift_-1.0,linkage_shift_-1.0,cumulative_full_venn_recent,weeks_1_12__5_edps,prefix,5,12,4809,4809,0.0
venn_linkage_shift_-1.0,linkage_shift_-1.0,cumulative_full_venn_recent,weeks_7_13__5_edps,interval,5,7,3946,3840,0.026862645717181957
venn_linkage_shift_-1.0,linkage_shift_-1.0,cumulative_full_venn_recent,all_weeks__5_edps,prefix,5,13,4846,4846,0.0
venn_linkage_shift_-1.0,linkage_shift_-1.0,cumulative_full_venn_recent,noncontiguous__5_edps,noncontiguous,5,6,3659,3467,0.05247335337523914
venn_linkage_shift_-1.0,linkage_shift_-1.0,cumulative_full_venn_recent,weeks_1_3__10_edps,prefix,10,3,2963,2963,0.0
venn_linkage_shift_-1.0,linkage_shift_-1.0,cumulative_full_venn_recent,weeks_1_12__10_edps,prefix,10,12,4921,4921,0.0
venn_linkage_shift_-1.0,linkage_shift_-1.0,cumulative_full_venn_recent,all_weeks__10_edps,prefix,10,13,4953,4953,0.0
venn_linkage_shift_-1.0,linkage_shift_-1.0,cumulative_full_venn_recent,weeks_5_12__10_edps,interval,10,8,4550,4490,0.013186813186813187
venn_linkage_shift_-1.0,linkage_shift_-1.0,cumulative_full_venn_recent,weeks_7_13__10_edps,interval,10,7,4077,3949,0.031395634044640665
venn_linkage_shift_-1.0,linkage_shift_-1.0,cumulative_full_venn_recent,noncontiguous__10_edps,noncontiguous,10,6,3911,3648,0.06724622858603937
venn_linkage_shift_-1.0,linkage_shift_-1.0,cumulative_full_venn_recent,noncontiguous__2_edps,noncontiguous,2,6,2470,2439,0.012550607287449392
venn_linkage_shift_-1.0,linkage_shift_-1.0,cumulative_full_venn_oldest,weeks_1_3__2_edps,prefix,2,3,720,720,0.0
