campaign_id,scenario,method,report,report_type,edp_count,week_count,truth_union,estimated_union,union_relative_error
venn_sales_prospecting,sales_prospecting,cumulative_full_venn_recent,noncontiguous__10_edps,noncontiguous,10,6,5266,4868,0.075579187238891
venn_sales_prospecting,sales_prospecting,cumulative_full_venn_recent,noncontiguous__2_edps,noncontiguous,2,6,2748,2683,0.023653566229985445
venn_sales_prospecting,sales_prospecting,cumulative_full_venn_oldest,weeks_1_3__2_edps,prefix,2,3,1567,1567,0.0
venn_sales_prospecting,sales_prospecting,cumulative_full_venn_oldest,weeks_1_12__2_edps,prefix,2,12,4766,4766,0.0
venn_sales_prospecting,sales_prospecting,cumulative_full_venn_oldest,weeks_5_12__2_edps,interval,2,8,3880,3619,0.0672680412371134
venn_sales_prospecting,sales_prospecting,cumulative_full_venn_oldest,weeks_1_3__5_edps,prefix,5,3,2670,2670,0.0
venn_sales_prospecting,sales_prospecting,cumulative_full_venn_oldest,weeks_1_12__5_edps,prefix,5,12,6608,6608,0.0
venn_sales_prospecting,sales_prospecting,cumulative_full_venn_oldest,weeks_7_13__5_edps,interval,5,7,5133,4429,0.1371517631015001
venn_sales_prospecting,sales_prospecting,cumulative_full_venn_oldest,all_weeks__5_edps,prefix,5,13,6698,6698,0.0
venn_sales_prospecting,sales_prospecting,cumulative_full_venn_oldest,noncontiguous__5_edps,noncontiguous,5,6,4572,4717,0.031714785651793524
venn_sales_prospecting,sales_prospecting,cumulative_full_venn_oldest,weeks_1_3__10_edps,prefix,10,3,3030,3030,0.0
venn_sales_prospecting,sales_prospecting,cumulative_full_venn_oldest,weeks_1_12__10_edps,prefix,10,12,7281,7281,0.0
venn_sales_prospecting,sales_prospecting,cumulative_full_venn_oldest,all_weeks__10_edps,prefix,10,13,7363,7363,0.0
venn_sales_prospecting,sales_prospecting,cumulative_full_venn_oldest,weeks_5_12__10_edps,interval,10,8,6654,5749,0.13600841599038171
venn_sales_prospecting,sales_prospecting,cumulative_full_venn_oldest,weeks_7_13__10_edps,interval,10,7,6061,5163,0.14816036957597756
venn_sales_prospecting,sales_prospecting,cumulative_full_venn_oldest,noncontiguous__10_edps,noncontiguous,10,6,5266,5462,0.0372199012533232
venn_sales_prospecting,sales_prospecting,cumulative_full_venn_oldest,noncontiguous__2_edps,noncontiguous,2,6,2748,2792,0.01601164483260553
venn_website_retargeting,website_retargeting,daily_full_venn,weeks_1_3__2_edps,prefix,2,3,205,213,0.03902439024390244
venn_website_retargeting,website_retargeting,daily_full_venn,weeks_1_12__2_edps,prefix,2,12,1768,3110,0.7590497737556561
venn_website_retargeting,website_retargeting,daily_full_venn,weeks_5_12__2_edps,interval,2,8,1672,2684,0.6052631578947368
venn_website_retargeting,website_retargeting,daily_full_venn,weeks_1_3__5_edps,prefix,5,3,601,704,0.1713810316139767
venn_website_retargeting,website_retargeting,daily_full_venn,weeks_1_12__5_edps,prefix,5,12,2074,5722,1.7589199614271938
venn_website_retargeting,website_retargeting,daily_full_venn,weeks_7_13__5_edps,interval,5,7,1908,4306,1.2568134171907757
venn_website_retargeting,website_retargeting,daily_full_venn,all_weeks__5_edps,prefix,5,13,2135,6522,2.05480093676815
venn_website_retargeting,website_retargeting,daily_full_venn,noncontiguous__5_edps,noncontiguous,5,6,1651,2993,0.8128407026044822
venn_website_retargeting,website_retargeting,daily_full_venn,weeks_1_3__10_edps,prefix,10,3,1044,1543,0.4779693486590038
venn_website_retargeting,website_retargeting,daily_full_venn,weeks_1_12__10_edps,prefix,10,12,2138,7928,2.708138447146866
venn_website_retargeting,website_retargeting,daily_full_venn,all_weeks__10_edps,prefix,10,13,2193,8815,3.019607843137255
venn_website_retargeting,website_retargeting,daily_full_venn,weeks_5_12__10_edps,interval,10,8,2023,5751,1.842807711319822
venn_website_retargeting,website_retargeting,daily_full_venn,weeks_7_13__10_edps,interval,10,7,1962,5206,1.653414882772681
venn_website_retargeting,website_retargeting,daily_full_venn,noncontiguous__10_edps,noncontiguous,10,6,1755,4073,1.3207977207977208
venn_website_retargeting,website_retargeting,daily_full_venn,noncontiguous__2_edps,noncontiguous,2,6,1074,1355,0.2616387337057728
venn_website_retargeting,website_retargeting,cumulative_full_venn_recent,weeks_1_3__2_edps,prefix,2,3,205,205,0.0
venn_website_retargeting,website_retargeting,cumulative_full_venn_recent,weeks_1_12__2_edps,prefix,2,12,1768,1768,0.0
venn_website_retargeting,website_retargeting,cumulative_full_venn_recent,weeks_5_12__2_edps,interval,2,8,1672,1675,0.0017942583732057417
venn_website_retargeting,website_retargeting,cumulative_full_venn_recent,weeks_1_3__5_edps,prefix,5,3,601,601,0.0
venn_website_retargeting,website_retargeting,cumulative_full_venn_recent,weeks_1_12__5_edps,prefix,5,12,2074,2074,0.0
venn_website_retargeting,website_retargeting,cumulative_full_venn_recent,weeks_7_13__5_edps,interval,5,7,1908,1877,0.016247379454926623
venn_website_retargeting,website_retargeting,cumulative_full_venn_recent,all_weeks__5_edps,prefix,5,13,2135,2135,0.0
venn_website_retargeting,website_retargeting,cumulative_full_venn_recent,noncontiguous__5_edps,noncontiguous,5,6,1651,1627,0.014536644457904301
venn_website_retargeting,website_retargeting,cumulative_full_venn_recent,weeks_1_3__10_edps,prefix,10,3,1044,1044,0.0
venn_website_retargeting,website_retargeting,cumulative_full_venn_recent,weeks_1_12__10_edps,prefix,10,12,2138,2138,0.0
venn_website_retargeting,website_retargeting,cumulative_full_venn_recent,all_weeks__10_edps,prefix,10,13,2193,2193,0.0
venn_website_retargeting,website_retargeting,cumulative_full_venn_recent,weeks_5_12__10_edps,interval,10,8,2023,2007,0.007909045971329708
venn_website_retargeting,website_retargeting,cumulative_full_venn_recent,weeks_7_13__10_edps,interval,10,7,1962,1927,0.01783893985728848
venn_website_retargeting,website_retargeting,cumulative_full_venn_recent,noncontiguous__10_edps,noncontiguous,10,6,1755,1692,0.035897435897435895
venn_website_retargeting,website_retargeting,cumulative_full_venn_recent,noncontiguous__2_edps,noncontiguous,2,6,1074,1058,0.0148975791433892
venn_website_retargeting,website_retargeting,cumulative_full_venn_oldest,weeks_1_3__2_edps,prefix,2,3,205,205,0.0
venn_website_retargeting,website_retargeting,cumulative_full_venn_oldest,weeks_1_12__2_edps,prefix,2,12,1768,1768,0.0
venn_website_retargeting,website_retargeting,cumulative_full_venn_oldest,weeks_5_12__2_edps,interval,2,8,1672,1635,0.022129186602870814
venn_website_retargeting,website_retargeting,cumulative_full_venn_oldest,weeks_1_3__5_edps,prefix,5,3,601,601,0.0
venn_website_retargeting,website_retargeting,cumulative_full_venn_oldest,weeks_1_12__5_edps,prefix,5,12,2074,2074,0.0
venn_website_retargeting,website_retargeting,cumulative_full_venn_oldest,weeks_7_13__5_edps,interval,5,7,1908,1814,0.049266247379454925
venn_website_retargeting,website_retargeting,cumulative_full_venn_oldest,all_weeks__5_edps,prefix,5,13,2135,2135,0.0
venn_website_retargeting,website_retargeting,cumulative_full_venn_oldest,noncontiguous__5_edps,noncontiguous,5,6,1651,1655,0.0024227740763173833
venn_website_retargeting,website_retargeting,cumulative_full_venn_oldest,weeks_1_3__10_edps,prefix,10,3,1044,1044,0.0
venn_website_retargeting,website_retargeting,cumulative_full_venn_oldest,weeks_1_12__10_edps,prefix,10,12,2138,2138,0.0
venn_website_retargeting,website_retargeting,cumulative_full_venn_oldest,all_weeks__10_edps,prefix,10,13,2193,2193,0.0
venn_website_retargeting,website_retargeting,cumulative_full_venn_oldest,weeks_5_12__10_edps,interval,10,8,2023,1883,0.06920415224913495
venn_website_retargeting,website_retargeting,cumulative_full_venn_oldest,weeks_7_13__10_edps,interval,10,7,1962,1853,0.05555555555555555
venn_website_retargeting,website_retargeting,cumulative_full_venn_oldest,noncontiguous__10_edps,noncontiguous,10,6,1755,1794,0.022222222222222223
venn_website_retargeting,website_retargeting,cumulative_full_venn_oldest,noncontiguous__2_edps,noncontiguous,2,6,1074,1086,0.0111731843575419
venn_crm_customer_list,crm_customer_list,daily_full_venn,weeks_1_3__2_edps,prefix,2,3,931,1169,0.2556390977443609
venn_crm_customer_list,crm_customer_list,daily_full_venn,weeks_1_12__2_edps,prefix,2,12,1323,2937,1.219954648526077
venn_crm_customer_list,crm_customer_list,daily_full_venn,weeks_5_12__2_edps,interval,2,8,993,1452,0.4622356495468278
venn_crm_customer_list,crm_customer_list,daily_full_venn,weeks_1_3__5_edps,prefix,5,3,1046,1522,0.45506692160611856
venn_crm_customer_list,crm_customer_list,daily_full_venn,weeks_1_12__5_edps,prefix,5,12,1415,5326,2.7639575971731447
venn_crm_customer_list,crm_customer_list,daily_full_venn,weeks_7_13__5_edps,interval,5,7,1183,2559,1.1631445477599325
venn_crm_customer_list,crm_customer_list,daily_full_venn,all_weeks__5_edps,prefix,5,13,1426,5621,2.94179523141655
venn_crm_customer_list,crm_customer_list,daily_full_venn,noncontiguous__5_edps,noncontiguous,5,6,1227,2596,1.1157294213528932
venn_crm_customer_list,crm_customer_list,daily_full_venn,weeks_1_3__10_edps,prefix,10,3,1099,1742,0.5850773430391265
venn_crm_customer_list,crm_customer_list,daily_full_venn,weeks_1_12__10_edps,prefix,10,12,1425,6658,3.672280701754386
venn_crm_customer_list,crm_customer_list,daily_full_venn,all_weeks__10_edps,prefix,10,13,1437,7054,3.90883785664579
venn_crm_customer_list,crm_customer_list,daily_full_venn,weeks_5_12__10_edps,interval,10,8,1295,4222,2.26023166023166
venn_crm_customer_list,crm_customer_list,daily_full_venn,weeks_7_13__10_edps,interval,10,7,1217,3300,1.7115858668857846
venn_crm_customer_list,crm_customer_list,daily_full_venn,noncontiguous__10_edps,noncontiguous,10,6,1263,3254,1.5764053840063341
venn_crm_customer_list,crm_customer_list,daily_full_venn,noncontiguous__2_edps,noncontiguous,2,6,1002,1466,0.4630738522954092
venn_crm_customer_list,crm_customer_list,cumulative_full_venn_recent,weeks_1_3__2_edps,prefix,2,3,931,931,0.0
venn_crm_customer_list,crm_customer_list,cumulative_full_venn_recent,weeks_1_12__2_edps,prefix,2,12,1323,1323,0.0
venn_crm_customer_list,crm_customer_list,cumulative_full_venn_recent,weeks_5_12__2_edps,interval,2,8,993,975,0.01812688821752266
venn_crm_customer_list,crm_customer_list,cumulative_full_venn_recent,weeks_1_3__5_edps,prefix,5,3,1046,1046,0.0
venn_crm_customer_list,crm_customer_list,cumulative_full_venn_recent,weeks_1_12__5_edps,prefix,5,12,1415,1415,0.0
venn_crm_customer_list,crm_customer_list,cumulative_full_venn_recent,weeks_7_13__5_edps,interval,5,7,1183,1138,0.03803888419273035
venn_crm_customer_list,crm_customer_list,cumulative_full_venn_recent,all_weeks__5_edps,prefix,5,13,1426,1426,0.0
venn_crm_customer_list,crm_customer_list,cumulative_full_venn_recent,noncontiguous__5_edps,noncontiguous,5,6,1227,1201,0.021189894050529748
venn_crm_customer_list,crm_customer_list,cumulative_full_venn_recent,weeks_1_3__10_edps,prefix,10,3,1099,1099,0.0
venn_crm_customer_list,crm_customer_list,cumulative_full_venn_recent,weeks_1_12__10_edps,prefix,10,12,1425,1425,0.0
venn_crm_customer_list,crm_customer_list,cumulative_full_venn_recent,all_weeks__10_edps,prefix,10,13,1437,1437,0.0
venn_crm_customer_list,crm_customer_list,cumulative_full_venn_recent,weeks_5_12__10_edps,interval,10,8,1295,1265,0.023166023166023165
venn_crm_customer_list,crm_customer_list,cumulative_full_venn_recent,weeks_7_13__10_edps,interval,10,7,1217,1161,0.04601479046836483
venn_crm_customer_list,crm_customer_list,cumulative_full_venn_recent,noncontiguous__10_edps,noncontiguous,10,6,1263,1227,0.028503562945368172
venn_crm_customer_list,crm_customer_list,cumulative_full_venn_recent,noncontiguous__2_edps,noncontiguous,2,6,1002,985,0.016966067864271458
venn_crm_customer_list,crm_customer_list,cumulative_full_venn_oldest,weeks_1_3__2_edps,prefix,2,3,931,931,0.0
venn_crm_customer_list,crm_customer_list,cumulative_full_venn_oldest,weeks_1_12__2_edps,prefix,2,12,1323,1323,0.0
venn_crm_customer_list,crm_customer_list,cumulative_full_venn_oldest,weeks_5_12__2_edps,interval,2,8,993,979,0.014098690835850957
venn_crm_customer_list,crm_customer_list,cumulative_full_venn_oldest,weeks_1_3__5_edps,prefix,5,3,1046,1046,0.0
venn_crm_customer_list,crm_customer_list,cumulative_full_venn_oldest,weeks_1_12__5_edps,prefix,5,12,1415,1415,0.0
venn_crm_customer_list,crm_customer_list,cumulative_full_venn_oldest,weeks_7_13__5_edps,interval,5,7,1183,1111,0.060862214708368556
venn_crm_customer_list,crm_customer_list,cumulative_full_venn_oldest,all_weeks__5_edps,prefix,5,13,1426,1426,0.0
venn_crm_customer_list,crm_customer_list,cumulative_full_venn_oldest,noncontiguous__5_edps,noncontiguous,5,6,1227,1296,0.05623471882640587
venn_crm_customer_list,crm_customer_list,cumulative_full_venn_oldest,weeks_1_3__10_edps,prefix,10,3,1099,1099,0.0
venn_crm_customer_list,crm_customer_list,cumulative_full_venn_oldest,weeks_1_12__10_edps,prefix,10,12,1425,1425,0.0
venn_crm_customer_list,crm_customer_list,cumulative_full_venn_oldest,all_weeks__10_edps,prefix,10,13,1437,1437,0.0
venn_crm_customer_list,crm_customer_list,cumulative_full_venn_oldest,weeks_5_12__10_edps,interval,10,8,1295,1235,0.04633204633204633
venn_crm_customer_list,crm_customer_list,cumulative_full_venn_oldest,weeks_7_13__10_edps,interval,10,7,1217,1143,0.06080525883319639
venn_crm_customer_list,crm_customer_list,cumulative_full_venn_oldest,noncontiguous__10_edps,noncontiguous,10,6,1263,1324,0.04829770387965162
venn_crm_customer_list,crm_customer_list,cumulative_full_venn_oldest,noncontiguous__2_edps,noncontiguous,2,6,1002,1029,0.02694610778443114
venn_catalog_retargeting,catalog_retargeting,daily_full_venn,weeks_1_3__2_edps,prefix,2,3,881,952,0.08059023836549375
venn_catalog_retargeting,catalog_retargeting,daily_full_venn,weeks_1_12__2_edps,prefix,2,12,2072,3709,0.790057915057915
venn_catalog_retargeting,catalog_retargeting,daily_full_venn,weeks_5_12__2_edps,interval,2,8,1758,2607,0.48293515358361777
venn_catalog_retargeting,catalog_retargeting,daily_full_venn,weeks_1_3__5_edps,prefix,5,3,1665,1878,0.12792792792792793
venn_catalog_retargeting,catalog_retargeting,daily_full_venn,weeks_1_12__5_edps,prefix,5,12,3554,7177,1.0194147439504784
venn_catalog_retargeting,catalog_retargeting,daily_full_venn,weeks_7_13__5_edps,interval,5,7,3130,4875,0.5575079872204473
venn_catalog_retargeting,catalog_retargeting,daily_full_venn,all_weeks__5_edps,prefix,5,13,3760,8053,1.1417553191489362
venn_catalog_retargeting,catalog_retargeting,daily_full_venn,noncontiguous__5_edps,noncontiguous,5,6,2646,3791,0.4327286470143613
venn_catalog_retargeting,catalog_retargeting,daily_full_venn,weeks_1_3__10_edps,prefix,10,3,2021,2518,0.2459178624443345
venn_catalog_retargeting,catalog_retargeting,daily_full_venn,weeks_1_12__10_edps,prefix,10,12,3846,9745,1.533801352054082
venn_catalog_retargeting,catalog_retargeting,daily_full_venn,all_weeks__10_edps,prefix,10,13,4005,10901,1.7218476903870161
venn_catalog_retargeting,catalog_retargeting,daily_full_venn,weeks_5_12__10_edps,interval,10,8,3392,6733,0.9849646226415094
venn_catalog_retargeting,catalog_retargeting,daily_full_venn,weeks_7_13__10_edps,interval,10,7,3405,6418,0.8848751835535976
venn_catalog_retargeting,catalog_retargeting,daily_full_venn,noncontiguous__10_edps,noncontiguous,10,6,2964,5049,0.7034412955465587
venn_catalog_retargeting,catalog_retargeting,daily_full_venn,noncontiguous__2_edps,noncontiguous,2,6,1316,1741,0.3229483282674772
venn_catalog_retargeting,catalog_retargeting,cumulative_full_venn_recent,weeks_1_3__2_edps,prefix,2,3,881,881,0.0
venn_catalog_retargeting,catalog_retargeting,cumulative_full_venn_recent,weeks_1_12__2_edps,prefix,2,12,2072,2072,0.0
venn_catalog_retargeting,catalog_retargeting,cumulative_full_venn_recent,weeks_5_12__2_edps,interval,2,8,1758,1796,0.02161547212741752
venn_catalog_retargeting,catalog_retargeting,cumulative_full_venn_recent,weeks_1_3__5_edps,prefix,5,3,1665,1665,0.0
venn_catalog_retargeting,catalog_retargeting,cumulative_full_venn_recent,weeks_1_12__5_edps,prefix,5,12,3554,3554,0.0
venn_catalog_retargeting,catalog_retargeting,cumulative_full_venn_recent,weeks_7_13__5_edps,interval,5,7,3130,2980,0.04792332268370607
venn_catalog_retargeting,catalog_retargeting,cumulative_full_venn_recent,all_weeks__5_edps,prefix,5,13,3760,3760,0.0
venn_catalog_retargeting,catalog_retargeting,cumulative_full_venn_recent,noncontiguous__5_edps,noncontiguous,5,6,2646,2535,0.04195011337868481
venn_catalog_retargeting,catalog_retargeting,cumulative_full_venn_recent,weeks_1_3__10_edps,prefix,10,3,2021,2021,0.0
venn_catalog_retargeting,catalog_retargeting,cumulative_full_venn_recent,weeks_1_12__10_edps,prefix,10,12,3846,3846,0.0
venn_catalog_retargeting,catalog_retargeting,cumulative_full_venn_recent,all_weeks__10_edps,prefix,10,13,4005,4005,0.0
venn_catalog_retargeting,catalog_retargeting,cumulative_full_venn_recent,weeks_5_12__10_edps,interval,10,8,3392,3287,0.030955188679245283
venn_catalog_retargeting,catalog_retargeting,cumulative_full_venn_recent,weeks_7_13__10_edps,interval,10,7,3405,3201,0.05991189427312775
venn_catalog_retargeting,catalog_retargeting,cumulative_full_venn_recent,noncontiguous__10_edps,noncontiguous,10,6,2964,2745,0.07388663967611336
venn_catalog_retargeting,catalog_retargeting,cumulative_full_venn_recent,noncontiguous__2_edps,noncontiguous,2,6,1316,1340,0.0182370820668693
venn_catalog_retargeting,catalog_retargeting,cumulative_full_venn_oldest,weeks_1_3__2_edps,prefix,2,3,881,881,0.0
venn_catalog_retargeting,catalog_retargeting,cumulative_full_venn_oldest,weeks_1_12__2_edps,prefix,2,12,2072,2072,0.0
venn_catalog_retargeting,catalog_retargeting,cumulative_full_venn_oldest,weeks_5_12__2_edps,interval,2,8,1758,1615,0.0813424345847554
venn_catalog_retargeting,catalog_retargeting,cumulative_full_venn_oldest,weeks_1_3__5_edps,prefix,5,3,1665,1665,0.0
venn_catalog_retargeting,catalog_retargeting,cumulative_full_venn_oldest,weeks_1_12__5_edps,prefix,5,12,3554,3554,0.0
venn_catalog_retargeting,catalog_retargeting,cumulative_full_venn_oldest,weeks_7_13__5_edps,interval,5,7,3130,2839,0.09297124600638977
venn_catalog_retargeting,catalog_retargeting,cumulative_full_venn_oldest,all_weeks__5_edps,prefix,5,13,3760,3760,0.0
venn_catalog_retargeting,catalog_retargeting,cumulative_full_venn_oldest,noncontiguous__5_edps,noncontiguous,5,6,2646,2666,0.007558578987150416
venn_catalog_retargeting,catalog_retargeting,cumulative_full_venn_oldest,weeks_1_3__10_edps,prefix,10,3,2021,2021,0.0
venn_catalog_retargeting,catalog_retargeting,cumulative_full_venn_oldest,weeks_1_12__10_edps,prefix,10,12,3846,3846,0.0
venn_catalog_retargeting,catalog_retargeting,cumulative_full_venn_oldest,all_weeks__10_edps,prefix,10,13,4005,4005,0.0
venn_catalog_retargeting,catalog_retargeting,cumulative_full_venn_oldest,weeks_5_12__10_edps,interval,10,8,3392,2984,0.12028301886792453
venn_catalog_retargeting,catalog_retargeting,cumulative_full_venn_oldest,weeks_7_13__10_edps,interval,10,7,3405,3032,0.10954478707782672
venn_catalog_retargeting,catalog_retargeting,cumulative_full_venn_oldest,noncontiguous__10_edps,noncontiguous,10,6,2964,2981,0.005735492577597841
venn_catalog_retargeting,catalog_retargeting,cumulative_full_venn_oldest,noncontiguous__2_edps,noncontiguous,2,6,1316,1340,0.0182370820668693
venn_lookalike_prospecting,lookalike_prospecting,daily_full_venn,weeks_1_3__2_edps,prefix,2,3,3111,3400,0.09289617486338798
venn_lookalike_prospecting,lookalike_prospecting,daily_full_venn,weeks_1_12__2_edps,prefix,2,12,7471,12337,0.6513184312675679
venn_lookalike_prospecting,lookalike_prospecting,daily_full_venn,weeks_5_12__2_edps,interval,2,8,5538,7563,0.3656554712892741
venn_lookalike_prospecting,lookalike_prospecting,daily_full_venn,weeks_1_3__5_edps,prefix,5,3,5300,6542,0.23433962264150943
venn_lookalike_prospecting,lookalike_prospecting,daily_full_venn,weeks_1_12__5_edps,prefix,5,12,10158,23708,1.3339240007875566
venn_lookalike_prospecting,lookalike_prospecting,daily_full_venn,weeks_7_13__5_edps,interval,5,7,7713,12465,0.6161026837806302
venn_lookalike_prospecting,lookalike_prospecting,daily_full_venn,all_weeks__5_edps,prefix,5,13,10440,25747,1.4661877394636016
venn_lookalike_prospecting,lookalike_prospecting,daily_full_venn,noncontiguous__5_edps,noncontiguous,5,6,7592,11901,0.5675711275026344
venn_lookalike_prospecting,lookalike_prospecting,daily_full_venn,weeks_1_3__10_edps,prefix,10,3,6559,8797,0.3412105503887788
venn_lookalike_prospecting,lookalike_prospecting,daily_full_venn,weeks_1_12__10_edps,prefix,10,12,11338,33288,1.9359675427765037
venn_lookalike_prospecting,lookalike_prospecting,daily_full_venn,all_weeks__10_edps,prefix,10,13,11552,36029,2.1188538781163433
venn_lookalike_prospecting,lookalike_prospecting,daily_full_venn,weeks_5_12__10_edps,interval,10,8,9918,21897,1.2078039927404718
venn_lookalike_prospecting,lookalike_prospecting,daily_full_venn,weeks_7_13__10_edps,interval,10,7,9341,18914,1.0248367412482604
venn_lookalike_prospecting,lookalike_prospecting,daily_full_venn,noncontiguous__10_edps,noncontiguous,10,6,8943,16470,0.8416638711841664
venn_lookalike_prospecting,lookalike_prospecting,daily_full_venn,noncontiguous__2_edps,noncontiguous,2,6,4572,5725,0.2521872265966754
venn_lookalike_prospecting,lookalike_prospecting,cumulative_full_venn_recent,weeks_1_3__2_edps,prefix,2,3,3111,3111,0.0
venn_lookalike_prospecting,lookalike_prospecting,cumulative_full_venn_recent,weeks_1_12__2_edps,prefix,2,12,7471,7471,0.0
venn_lookalike_prospecting,lookalike_prospecting,cumulative_full_venn_recent,weeks_5_12__2_edps,interval,2,8,5538,5524,0.002527988443481401
venn_lookalike_prospecting,lookalike_prospecting,cumulative_full_venn_recent,weeks_1_3__5_edps,prefix,5,3,5300,5300,0.0
venn_lookalike_prospecting,lookalike_prospecting,cumulative_full_venn_recent,weeks_1_12__5_edps,prefix,5,12,10158,10158,0.0
venn_lookalike_prospecting,lookalike_prospecting,cumulative_full_venn_recent,weeks_7_13__5_edps,interval,5,7,7713,7409,0.03941397640347465
venn_lookalike_prospecting,lookalike_prospecting,cumulative_full_venn_recent,all_weeks__5_edps,prefix,5,13,10440,10440,0.0
venn_lookalike_prospecting,lookalike_prospecting,cumulative_full_venn_recent,noncontiguous__5_edps,noncontiguous,5,6,7592,7237,0.046759747102212854
venn_lookalike_prospecting,lookalike_prospecting,cumulative_full_venn_recent,weeks_1_3__10_edps,prefix,10,3,6559,6559,0.0
venn_lookalike_prospecting,lookalike_prospecting,cumulative_full_venn_recent,weeks_1_12__10_edps,prefix,10,12,11338,11338,0.0
venn_lookalike_prospecting,lookalike_prospecting,cumulative_full_venn_recent,all_weeks__10_edps,prefix,10,13,11552,11552,0.0
venn_lookalike_prospecting,lookalike_prospecting,cumulative_full_venn_recent,weeks_5_12__10_edps,interval,10,8,9918,9507,0.041439806412583186
venn_lookalike_prospecting,lookalike_prospecting,cumulative_full_venn_recent,weeks_7_13__10_edps,interval,10,7,9341,8709,0.06765870891767477
venn_lookalike_prospecting,lookalike_prospecting,cumulative_full_venn_recent,noncontiguous__10_edps,noncontiguous,10,6,8943,8277,0.07447165380744716
venn_lookalike_prospecting,lookalike_prospecting,cumulative_full_venn_recent,noncontiguous__2_edps,noncontiguous,2,6,4572,4495,0.0168416447944007
venn_lookalike_prospecting,lookalike_prospecting,cumulative_full_venn_oldest,weeks_1_3__2_edps,prefix,2,3,3111,3111,0.0
venn_lookalike_prospecting,lookalike_prospecting,cumulative_full_venn_oldest,weeks_1_12__2_edps,prefix,2,12,7471,7471,0.0
venn_lookalike_prospecting,lookalike_prospecting,cumulative_full_venn_oldest,weeks_5_12__2_edps,interval,2,8,5538,5247,0.05254604550379198
venn_lookalike_prospecting,lookalike_prospecting,cumulative_full_venn_oldest,weeks_1_3__5_edps,prefix,5,3,5300,5300,0.0
venn_lookalike_prospecting,lookalike_prospecting,cumulative_full_venn_oldest,weeks_1_12__5_edps,prefix,5,12,10158,10158,0.0
venn_lookalike_prospecting,lookalike_prospecting,cumulative_full_venn_oldest,weeks_7_13__5_edps,interval,5,7,7713,7012,0.09088551795669648
venn_lookalike_prospecting,lookalike_prospecting,cumulative_full_venn_oldest,all_weeks__5_edps,prefix,5,13,10440,10440,0.0
venn_lookalike_prospecting,lookalike_prospecting,cumulative_full_venn_oldest,noncontiguous__5_edps,noncontiguous,5,6,7592,7645,0.0069810326659641726
venn_lookalike_prospecting,lookalike_prospecting,cumulative_full_venn_oldest,weeks_1_3__10_edps,prefix,10,3,6559,6559,0.0
venn_lookalike_prospecting,lookalike_prospecting,cumulative_full_venn_oldest,weeks_1_12__10_edps,prefix,10,12,11338,11338,0.0
venn_lookalike_prospecting,lookalike_prospecting,cumulative_full_venn_oldest,all_weeks__10_edps,prefix,10,13,11552,11552,0.0
venn_lookalike_prospecting,lookalike_prospecting,cumulative_full_venn_oldest,weeks_5_12__10_edps,interval,10,8,9918,8720,0.12079048195200645
venn_lookalike_prospecting,lookalike_prospecting,cumulative_full_venn_oldest,weeks_7_13__10_edps,interval,10,7,9341,8255,0.11626164222246012
venn_lookalike_prospecting,lookalike_prospecting,cumulative_full_venn_oldest,noncontiguous__10_edps,noncontiguous,10,6,8943,8985,0.004696410600469641
venn_lookalike_prospecting,lookalike_prospecting,cumulative_full_venn_oldest,noncontiguous__2_edps,noncontiguous,2,6,4572,4592,0.004374453193350831
venn_advantage_audience_expansion,advantage_audience_expansion,daily_full_venn,weeks_1_3__2_edps,prefix,2,3,4593,5232,0.13912475506205094
venn_advantage_audience_expansion,advantage_audience_expansion,daily_full_venn,weeks_1_12__2_edps,prefix,2,12,8320,13595,0.6340144230769231
venn_advantage_audience_expansion,advantage_audience_expansion,daily_full_venn,weeks_5_12__2_edps,interval,2,8,5199,6703,0.28928640123100596
venn_advantage_audience_expansion,advantage_audience_expansion,daily_full_venn,weeks_1_3__5_edps,prefix,5,3,7217,9438,0.3077456006650963
venn_advantage_audience_expansion,advantage_audience_expansion,daily_full_venn,weeks_1_12__5_edps,prefix,5,12,11742,29445,1.5076647930505875
venn_advantage_audience_expansion,advantage_audience_expansion,daily_full_venn,weeks_7_13__5_edps,interval,5,7,8872,14536,0.6384129846708747
venn_advantage_audience_expansion,advantage_audience_expansion,daily_full_venn,all_weeks__5_edps,prefix,5,13,12088,32127,1.6577597617471873
venn_advantage_audience_expansion,advantage_audience_expansion,daily_full_venn,noncontiguous__5_edps,noncontiguous,5,6,9204,15086,0.6390699695784442
venn_advantage_audience_expansion,advantage_audience_expansion,daily_full_venn,weeks_1_3__10_edps,prefix,10,3,8115,11298,0.3922365988909427
venn_advantage_audience_expansion,advantage_audience_expansion,daily_full_venn,weeks_1_12__10_edps,prefix,10,12,12861,40906,2.1806235907005678
venn_advantage_audience_expansion,advantage_audience_expansion,daily_full_venn,all_weeks__10_edps,prefix,10,13,13152,44615,2.392259732360097
venn_advantage_audience_expansion,advantage_audience_expansion,daily_full_venn,weeks_5_12__10_edps,interval,10,8,11097,25193,1.270253221591421
venn_advantage_audience_expansion,advantage_audience_expansion,daily_full_venn,weeks_7_13__10_edps,interval,10,7,10749,22517,1.0947995162340682
venn_advantage_audience_expansion,advantage_audience_expansion,daily_full_venn,noncontiguous__10_edps,noncontiguous,10,6,10557,20606,0.9518802690158189
